par,portada,codigo,ean,nombre_foto,estado,sku,nota
0050,0050_a_portada.jpg,0050_b_codigo.jpg,7502009741784,"Laritol D (Loratadina, Fenilefrina)   Maver",otra_presentacion,FMX-501200,Laritol D (dorso) ≠ Laritol solución
0051,0051_a_portada.jpg,0051_b_codigo.jpg,75006433,Cirulan (Metoclopramida) solución oral 400 mg C/1 Novag,otra_presentacion,EQ-NOV004,Cirulan solución ≠ Cirulan tabletas (EQ-NOV004)
0052,0052_a_portada.jpg,0052_b_codigo.jpg,7502001162426,"Ardosons (Indometacina, Betametasona, Metocarbamol) cápsulas 25 mg, 0.75 mg, 215 mg C/20 Son's",eq_sin_ean,EQ-SON175,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0053,0053_a_portada.jpg,0053_b_codigo.jpg,7501573900115,Biomesina Compuesta (Butilbromuro de hioscina / Metamizol sódico) tableta 10 mg / 250 mg C/10 BIOMEP,eq_sin_ean,EQ-BIO003,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0054,0054_a_portada.jpg,0054_b_codigo.jpg,7501342802565,Metformina (Metformina) tableta 850 mg C/30 beadvance,falta,,EAN nuevo y sin marca comercial en el catálogo
0055,0055_a_portada.jpg,0055_b_codigo.jpg,7502213040871,CIFHIR (Bencidamina) gel 5% C/1 Farmacéutica Hispanoamericana,eq_sin_ean,EQ-HIS045,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0056,0056_a_portada.jpg,0056_b_codigo.jpg,7501258206723,Oxital-C (Ácido ascórbico (Vitamina C)) tableta efervescente 1000 mg C/10 Laboratorios Serral,otra_presentacion,FC-58207010,Oxital-C 1000 mg (dup 0040)
0057,0057_a_portada.jpg,0057_b_codigo.jpg,7502211783954,ROSANIL (Nitazoxanida) tabletas 500 mg C/7 LOEFFLER,eq_sin_ean,EQ-LOE135,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0058,0058_a_portada.jpg,0058_b_codigo.jpg,7501342804583,"beadvance (Neomicina, Caolín y Pectina) tableta 129 mg/280 mg/30 mg C/20 beadvance",otra_presentacion,FC-24901059,falso: beadvance Neomicina/caolín ≠ beadvance Senósidos
0059,0059_a_portada.jpg,0059_b_codigo.jpg,7501075722253,"Nineka (Neomicina, Caolín y Pectina) tabletas 129 mg/280 mg/30 mg C/20 Novag",eq_sin_ean,EQ-NOV137,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0060,0060_a_portada.jpg,0060_b_codigo.jpg,7502223111288,QUIMUNEX (Prednisolona) solución 100 mg/100 mL C/1 QUIMPHARMA,eq_sin_ean,EQ-QUM068,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0061,0061_a_portada.jpg,0061_b_codigo.jpg,7501349024601,butilhioscina (butilhioscina) Tableta 10 mg C/10 AMSA,falta,,EAN nuevo y sin marca comercial en el catálogo
0062,0062_a_portada.jpg,0062_b_codigo.jpg,7501573904403,Lozamir-C (Clotrimazol) Crema 1.0 g / 100 g C/tubo 30 g BIOMEP,otra_presentacion,FC-73906407,Lozamir-C 1% ≠ Lozamir-V 2%
0063,0063_a_portada.jpg,0063_b_codigo.jpg,7503004908677,Clioquinol (Clioquinol) Crema 3 % C/tubo 20 g ALPHARMA,falta,,EAN nuevo y sin marca comercial en el catálogo
0064,0064_a_portada.jpg,0064_b_codigo.jpg,7501349025943,pregabalina (Pregabalina) Cápsula 75 mg  AMSA,falta,,EAN nuevo y sin marca comercial en el catálogo
0065,0065_a_portada.jpg,0065_b_codigo.jpg,7501836000118,Carbafen (Metocarbamol / Paracetamol) Tableta 400 mg / 350 mg C/30 LIFERPAL MD,eq_sin_ean,EQ-LIF006,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0066,0066_a_portada.jpg,0066_b_codigo.jpg,7501299379158,Metronidazol / Diyodohidroxiquinoleína (Metronidazol / Diyodohidroxiquinoleína) Suspensión 2.5 g / 2.0 g / 100 mL C/frasco 120 mL PharmaGen,otra_presentacion,EQ-RAD093,Metro+diyodo suspensión ≠ Metronidazol tabletas
0067,0067_a_portada.jpg,0067_b_codigo.jpg,7503028771684,Baño Coloide () Polvo pH 5.75 C/sobre 90 g SUANCA,eq_sin_ean,EQ-COD086,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0068,0068_a_portada.jpg,0068_b_codigo.jpg,7502216796843,Sildenafil (Sildenafil) Tableta 100 mg C/4 ULTRA,falta,,EAN nuevo y sin marca comercial en el catálogo
0069,0069_a_portada.jpg,0069_b_codigo.jpg,7506624900908,Quetiapina (Quetiapina) Tableta 100 mg C/60 beadvance,falta,,EAN nuevo y sin marca comercial en el catálogo
0070,0070_a_portada.jpg,0070_b_codigo.jpg,7501644707506,Levonorgestrel / Etinilestradiol (Levonorgestrel / Etinilestradiol) Tableta 0.15 mg / 0.03 mg C/21 Quifa,otra_presentacion,EQ-ULT230,Anticonceptivo 0.15/0.03 C/21 ≠ Levonorgestrel 1.5 mg
0071,0071_a_portada.jpg,0071_b_codigo.jpg,7501075717013,Glunovag (Metformina) Tableta 500 mg Frasco 60 Novag,eq_sin_ean,EQ-NOV157,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0072,0072_a_portada.jpg,0072_b_codigo.jpg,7502240450070,Punab (Losartán) Tableta 50.0 mg C/30 WERMAR,eq_sin_ean,EQ-WER040,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0073,0073_a_portada.jpg,0073_b_codigo.jpg,7502009742101,Flexiver Compuesto (Meloxicam / Metocarbamol) Cápsula 7.5 mg / 215 mg C/20 Maver,eq_sin_ean,EQ-MAV175,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0074,0074_a_portada.jpg,0074_b_codigo.jpg,7502001162518,Meclison (Meclozina / Piridoxina) Solución 8.33 mg / 16.66 mg C/frasco gotero 15 mL SON'S,otra_presentacion,EQ-SON091,Meclison gotas ≠ Meclison tabletas (0048/EQ-SON091)
0075,0075_a_portada.jpg,0075_b_codigo.jpg,7502216796737,Pioglitazona (Pioglitazona) Tableta 15 mg C/frasco 7 ULTRA,falta,,EAN nuevo y sin marca comercial en el catálogo
0076,0076_a_portada.jpg,0076_b_codigo.jpg,7502009742095,Flexiver Compuesto (Meloxicam / Metocarbamol) Cápsula 15 mg / 215 mg,otra_presentacion,EQ-MAV175,Flexiver 15 mg ≠ Flexiver 7.5 mg (0073)
0077,0077_a_portada.jpg,0077_b_codigo.jpg,7502209858046,Menflixit (Meloxicam) Tableta 7.5 mg C/14 AVITUS,falta,,EAN nuevo y sin marca comercial en el catálogo
0078,0078_a_portada.jpg,0078_b_codigo.jpg,7502001160026,Busconet (Metamizol sódico / Hioscina) Tableta 250 mg / 10 mg C/10 SON'S,eq_sin_ean,EQ-SON034,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0079,0079_a_portada.jpg,0079_b_codigo.jpg,7501342804590,Óxido de Zinc (Óxido de Zinc) Pasta 25 g Tarro 30 g beadvance,otra_presentacion,FC-C4530823,Óxido de zinc beadvance ≠ Mercurio óxido de zinc C/50
0080,0080_a_portada.jpg,0080_b_codigo.jpg,7502211786788,Viladol Plus (Butilhioscina / Paracetamol) Tableta recubierta 10 mg / 500 mg C/20 LOEFFLER,falta,,EAN nuevo y sin marca comercial en el catálogo
0081,0081_a_portada.jpg,0081_b_codigo.jpg,7501342804408,Metoprolol (Metoprolol) Tableta 100 mg C/20 beadvance,falta,,EAN nuevo y sin marca comercial en el catálogo
0082,0082_a_portada.jpg,0082_b_codigo.jpg,7502216792197,Retoflam F (Metocarbamol / Meloxicam) Tableta 215 mg / 15 mg C/10 ULTRA,eq_sin_ean,EQ-ULT056,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0083,0083_a_portada.jpg,0083_b_codigo.jpg,7501349021310,sertralina (Sertralina) Tableta 50 mg  AMSA,falta,,EAN nuevo y sin marca comercial en el catálogo
0084,0084_a_portada.jpg,0084_b_codigo.jpg,7501349025967,pregabalina (Pregabalina) Cápsula 75 mg C/14 AMSA,falta,,EAN nuevo y sin marca comercial en el catálogo
0085,0085_a_portada.jpg,0085_b_codigo.jpg,7501349028487,pentoxifilina (Pentoxifilina) Tableta 400 mg liberación prolongada C/30 AMSA,falta,,EAN nuevo y sin marca comercial en el catálogo
0086,0086_a_portada.jpg,0086_b_codigo.jpg,785118753962,Figral (Sildenafil) Tableta 100 mg C/10 MAVI,eq_sin_ean,EQ-MAI144,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0087,0087_a_portada.jpg,0087_b_codigo.jpg,7502001160019,Busconet (Hioscina / Metamizol sódico) Solución inyectable 20 mg / 2.5 g / 5 mL C/1 amp 5 mL SON'S,otra_presentacion,EQ-SON034,Busconet inyectable ≠ Busconet tabletas (0078)
0088,0088_a_portada.jpg,0088_b_codigo.jpg,7501563380316,Metronidazol (Metronidazol) Tableta 500 mg C/30 RAAM,falta,,EAN nuevo y sin marca comercial en el catálogo
0089,0089_a_portada.jpg,0089_b_codigo.jpg,7502009745836,Berniver (Mupirocina) Ungüento 2 % C/tubo 15 g Maver,eq_sin_ean,EQ-MAV266,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0090,0090_a_portada.jpg,0090_b_codigo.jpg,7502001162365,Mornin (Omeprazol) Cápsula 40 mg C/7 SON'S,falta,,EAN nuevo y sin marca comercial en el catálogo
0091,0091_a_portada.jpg,0091_b_codigo.jpg,7501349024151,metoclopramida (metoclopramida) Solución 10 mg/2 mL Inyectable C/6 AMSA,falta,,EAN nuevo y sin marca comercial en el catálogo
0092,0092_a_portada.jpg,0092_b_codigo.jpg,7501349010048,sitagliptina (sitagliptina) Comprimido 100 mg C/14 AMSA,falta,,EAN nuevo y sin marca comercial en el catálogo
0093,0093_a_portada.jpg,0093_b_codigo.jpg,785120755466,CROSTOX (Rosuvastatina) Tableta 20 mg C/30 MAVI,eq_sin_ean,EQ-MAI163,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0094,0094_a_portada.jpg,0094_b_codigo.jpg,7502211784043,Pensodil-S (Naproxeno - Paracetamol) Supositorios 100 mg / 200 mg C/5 LOEFFLER,eq_sin_ean,EQ-LOE066,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0095,0095_a_portada.jpg,0095_b_codigo.jpg,7502001166028,"Neoderm-F (Acetónido de Fluocinolona, Neomicina) Crema 0.01 g, 0.35 g / 100 g C/40 g SON'S",eq_sin_ean,EQ-SON104,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0096,0096_a_portada.jpg,0096_b_codigo.jpg,7502009748448,Cetilver (PIRFENIDONA) Gel 8 g / 100 g C/10 g Maver,eq_sin_ean,EQ-MAV392,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0097,0097_a_portada.jpg,0097_b_codigo.jpg,785118754204,MAVIGLIN (Metformina / Glibenclamida) Tableta 500 mg / 5 mg C/60 MAVI,eq_sin_ean,EQ-MAI150,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0098,0098_a_portada.jpg,0098_b_codigo.jpg,7502009741593,Dolxen (NAPROXENO) Tableta 500 mg C/10 Maver,eq_sin_ean,EQ-MAV162,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0099,0099_a_portada.jpg,0099_b_codigo.jpg,7501075718041,Ixicrol (PAROXETINA) Tabletas 20 mg C/10 Novag,falta,,EAN nuevo y sin marca comercial en el catálogo
0100,0100_a_portada.jpg,0100_b_codigo.jpg,7502001160231,Magnil infantil (Metamizol Sódico) Jarabe 250 mg / 5 mL C/100 mL SON'S,eq_sin_ean,EQ-SON089,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0101,0101_a_portada.jpg,0101_b_codigo.jpg,7502223111073,MITAFAR (NITAZOXANIDA) Suspensión 100 mg / 5 mL C/60 mL QUIMPHARMA,eq_sin_ean,EQ-QUM006,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0102,0102_a_portada.jpg,0102_b_codigo.jpg,7502211780687,NEOSEDAL (METAMIZOL SÓDICO) Jarabe 5 g / 100 mL C/120 mL LOEFFLER,eq_sin_ean,EQ-LOE014,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0103,0103_a_portada.jpg,0103_b_codigo.jpg,7502226293776,Metamizol Sódico (Metamizol Sódico) Solución Inyectable 1 g / 2 mL C/3 ALPHARMA,otra_presentacion,FC-75713770,Metamizol iny Alpharma ≠ Metamizol Novag
0104,0104_a_portada.jpg,0104_b_codigo.jpg,7502216797376,Piroxicam (Piroxicam) Tabletas 20 mg C/20 ULTRA,falta,,EAN nuevo y sin marca comercial en el catálogo
0105,0105_a_portada.jpg,0105_b_codigo.jpg,7501573900252,Wadil (Metformina - Glibenclamida) Tabletas 500 mg / 5 mg C/30 BIOMEP,eq_sin_ean,EQ-BIO058,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0106,0106_a_portada.jpg,0106_b_codigo.jpg,7502209858084,Soltadol (Paracetamol) Tableta 750 mg C/10 AVITUS,eq_sin_ean,EQ-AVT216,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0107,0107_a_portada.jpg,0107_b_codigo.jpg,7501258205221,Cyrux (Misoprostol) Tableta 200 mcg C/28 Serral,eq_sin_ean,EQ-SER116,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0108,0108_a_portada.jpg,0108_b_codigo.jpg,7503004908844,Nistatina (Nistatina) Suspensión 100 000 UI/mL C/24 mL ALPHARMA,falta,,EAN nuevo y sin marca comercial en el catálogo
0109,0109_a_portada.jpg,0109_b_codigo.jpg,7502001164086,"Nysmoson's-V (Metronidazol, Nistatina, Fluocinolona) Óvulo 500 mg, 100 000 UI, 0.5 mg C/10 SON'S",falta,,EAN nuevo y sin marca comercial en el catálogo
0110,0110_a_portada.jpg,0110_b_codigo.jpg,7502009744426,Oxatech (OLANZAPINA) Tableta 10 mg C/14 Maver,eq_sin_ean,EQ-MAV196,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
0111,0111_a_portada.jpg,0111_b_codigo.jpg,7501342804385,Metoclopramida (Metoclopramida) Tableta 10 mg C/20 beadvance,falta,,EAN nuevo y sin marca comercial en el catálogo
0112,0112_a_portada.jpg,0112_b_codigo.jpg,7501349024175,pioglitazona (pioglitazona) Tableta 30 mg  AMSA,falta,,EAN nuevo y sin marca comercial en el catálogo
0113,0113_a_portada.jpg,0113_b_codigo.jpg,7502001164611,Metroson (Metronidazol) Suspensión 250 mg / 5 mL C/120 mL SON'S,eq_sin_ean,EQ-SON098,"mismo producto ya cargado del ticket Equilibrio, sin EAN — solo hay que ponerle el código"
