linea,folio,fecha,proveedor,ean,descripcion_ticket,cantidad,precio_unitario,subtotal,lote,caducidad,sku_farmacapital,total_ticket,match
43,20260905,2026-09-05,Por confirmar,037836007279,SH PERRO CONSE GUAU ALOE VERA 400ML,1,45.670,45.67,,,,5007.41,ticket
44,20260905,2026-09-05,Por confirmar,037836084508,SH GRISI PERRO AGRADE AVENA 400ML,1,74.540,74.54,,,,5007.41,ticket
45,20260905,2026-09-05,Por confirmar,759684900204,AGUA JALOMA ROSAS TOC FAC 250ML,2,33.095,66.19,,,,5007.41,ticket
46,20260905,2026-09-05,Por confirmar,7509546651743,DESOD STEFANO TRIUMPH 159 ML,1,60.490,60.49,,,,5007.41,ticket
47,20260905,2026-09-05,Por confirmar,7501056330378,LOC LIMP PONDS BIO-HYDRA DUAL 200ML,2,88.790,177.58,,,,5007.41,ticket
48,20260905,2026-09-05,Por confirmar,759684900259,JALOMA AGUA DE ARROZ 250ML SPRAY C24 PZS,1,37.500,37.50,,,,5007.41,ticket
49,20260905,2026-09-05,Por confirmar,814266022627,SH HONEYKEEPER KIDS LAVANDA 3EN1 414ML,1,80.860,80.86,,,,5007.41,ticket
50,20260905,2026-09-05,Por confirmar,7509546694702,DESOD STEFANO NEXT LEVEL SPY150MLN,1,60.490,60.49,,,,5007.41,ticket
51,20260905,2026-09-05,Por confirmar,7509546073774,DESOD STEFANO SPAZ SPY 113G,1,60.490,60.49,,,,5007.41,ticket
52,20260905,2026-09-05,Por confirmar,7509546078434,DESOD STEFANO ALP MEN SPY 113G,1,60.490,60.49,,,,5007.41,ticket
53,20260905,2026-09-05,Por confirmar,7506267917516,CRA HK KIDS OAT 414ML,1,85.420,85.42,,,,5007.41,ticket
54,20260905,2026-09-05,Por confirmar,7509546655055,MOUSSE CAPRICE VOLUM-CTRL 200 G,1,50.510,50.51,,,,5007.41,ticket
55,20260905,2026-09-05,Por confirmar,3600542478359,AGUA MIC GARNIER JELLY CARB 400ML,1,115.390,115.39,,,,5007.41,ticket
56,20260905,2026-09-05,Por confirmar,7501035911024,C D COLGATE MFP 125ML,2,49.155,98.31,,,,5007.41,ticket
57,20260905,2026-09-05,Por confirmar,7509546068909,C D COLG TRIPL-ACC EXTBL 50ML,2,13.525,27.05,,,,5007.41,ticket
58,20260905,2026-09-05,Por confirmar,7506425629442,ESCUDO SOL ANTISEP P/MAN SPY 200ML ENE27,2,43.785,87.57,,,,5007.41,ticket
59,20260905,2026-09-05,Por confirmar,7702018913954,DESOD GTTE 3X CL WAVE R-ON 60G OCT26,2,36.495,72.99,,,,5007.41,ticket
60,20260905,2026-09-05,Por confirmar,7500435168991,MOUSSE HERBAL ESS EXTR CONT 200G,1,67.000,67.00,,,,5007.41,ticket
61,20260905,2026-09-05,Por confirmar,7509546698137,C D COLGATE LUMIN W COHIT BRILL 66MLN,2,42.805,85.61,,,,5007.41,ticket
62,20260905,2026-09-05,Por confirmar,78926523,DESOD REXONA WOM AEMOT R-ON 50G,1,30.130,30.13,,,,5007.41,ticket
63,20260905,2026-09-05,Por confirmar,7509546674018,C D COLGATE LUMIN WHIT CARBON 66ML,2,42.815,85.63,,,,5007.41,ticket
64,20260905,2026-09-05,Por confirmar,7509546000350,C D COLGATE TRIPLE ACC 150ML FEB27,2,30.000,60.00,,,,5007.41,ticket
65,20260905,2026-09-05,Por confirmar,7509546654997,MOUSSE CAPRICE FINAL TOUCH 200 G,1,50.510,50.51,,,,5007.41,ticket
66,20260905,2026-09-05,Por confirmar,814266022610,SH HK KIDS HONEY,1,80.860,80.86,,,,5007.41,ticket
67,20260905,2026-09-05,Por confirmar,7500435169035,MOUSSE HERBAL ESS RIZO 200G,1,57.900,57.90,,,,5007.41,ticket
68,20260905,2026-09-05,Por confirmar,7891024028827,ENJ BUC COLGATE TOTAL12 CLEAN 60ML,2,13.385,26.77,,,,5007.41,ticket
69,20260905,2026-09-05,Por confirmar,3616303440534,ADIDAS 150ML SPY CONTROL,2,39.905,79.81,,,,5007.41,ticket
70,20260905,2026-09-05,Por confirmar,7506267923654,GEL HONEY KEEPER MZNILL MIE 200ML,1,41.760,41.76,,,,5007.41,ticket
71,20260905,2026-09-05,Por confirmar,7896015592837,CEP SENSODYNE GENTLE CARE XTR SUAV 3PZ,1,75.450,75.45,,,,5007.41,ticket
72,20260905,2026-09-05,Por confirmar,3616303441173,ADIDAS 150ML SPY DYNAMIC PULSE,1,39.900,39.90,,,,5007.41,ticket
73,20260905,2026-09-05,Por confirmar,759684900280,JALOMA AGUA DE ROSAS 130ML SPRAY,2,16.865,33.73,,,,5007.41,ticket
74,20260905,2026-09-05,Por confirmar,7891024027363,ENJ BUC PLAX ICE INFINITY 60ML,2,13.040,26.08,,,,5007.41,ticket
75,20260905,2026-09-05,Por confirmar,3616303842550,ADIDAS 150ML SPY FRESH ENDURANCE,1,39.900,39.90,,,,5007.41,ticket
76,20260905,2026-09-05,Por confirmar,3616303441302,ADIDAS 150ML SPY TEAMFORCE,1,39.900,39.90,,,,5007.41,ticket
77,20260905,2026-09-05,Por confirmar,3616303842420,ADIDAS 150ML SPY POWER BOOSTER,1,39.900,39.90,,,,5007.41,ticket
78,20260905,2026-09-05,Por confirmar,7891024183182,HILO DENT COLGATE ENCERA 25M,1,62.660,62.66,,,,5007.41,ticket
79,20260905,2026-09-05,Por confirmar,070942302463,CEP DENT GUM GO-BET MICROFINO C/6,1,82.630,82.63,,,,5007.41,ticket
80,20260905,2026-09-05,Por confirmar,759684313295,JALOMA ATOMIZADOR 60ML MERTODOL BLANCO,2,25.775,51.55,,,,5007.41,ticket
81,20260905,2026-09-05,Por confirmar,75075996,DESOD REXON HAPPY MOR 48H R-ON 50ML,1,34.790,34.79,,,,5007.41,ticket
82,20260905,2026-09-05,Por confirmar,7509552780956,DESOD OBAO MEN TATO REBEL R-ON65,1,25.830,25.83,,,,5007.41,ticket
83,20260905,2026-09-05,Por confirmar,070942303460,CEP DENT GUM TRAV-LER INTERDENTA 0.8,1,82.630,82.63,,,,5007.41,ticket
84,20260905,2026-09-05,Por confirmar,7501033204920,DESOD SPEED S XTREM 48H CRA30G S N,6,14.383,86.30,,,,5007.41,ticket
