producto_id,codigo_barras,nombre,marca,presentacion,posicion,es_principal,url_origen,fuente,confianza,nota
545,3311000000882,Mercurio Veneno De Abeja,Mercurio,frasco 50 g,1,SI,https://www.drogueriamercurio.com.mx/images/productos/pomada-de-veneno-de-abeja.jpg,drogueriamercurio,MARCA_OFICIAL_NOMBRE,"catalogo oficial del fabricante; match por nombre, sin EAN en la ficha"
1178,3311000001612,Jarabe de granada Frasco 50 mL Mercurio,Mercurio,Frasco 50 mL,1,SI,https://www.drogueriamercurio.com.mx/images/productos/jarabe-de-granada.jpg,drogueriamercurio,MARCA_OFICIAL_NOMBRE,"catalogo oficial del fabricante; match por nombre, sin EAN en la ficha"
1192,3311000001049,Pomada de árnica Tarro 50 g Mercurio,Mercurio,Tarro 50 g,1,SI,https://www.drogueriamercurio.com.mx/images/productos/pomada-de-arnica.jpg,drogueriamercurio,MARCA_OFICIAL_NOMBRE,"catalogo oficial del fabricante; match por nombre, sin EAN en la ficha"
1317,7506475102476,Gerber Etapa 2 durazno 100 g,,,1,SI,https://superdtodo.com/assets/uploads/c67e4046098df860a370dde43b6fc1da.png,superdtodo,EAN_EXACTO,EAN 7506475102476 impreso en la ficha
1319,7506475102469,Gerber Etapa 2 mango 100 g,,,1,SI,https://superdtodo.com/assets/uploads/aef13bb45d575d9e7e8ad40407b8095a.png,superdtodo,EAN_EXACTO,EAN 7506475102469 impreso en la ficha
1757,7506335701214,HT-Bloc Accord ondansetrón 1 amp 4 mg/2 mL,Accord,Caja con 1 ampolleta 4 mg/2 mL,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7506335701214.webp,ifarma,EAN_EXACTO,el nombre del archivo es el codigo de barras
1758,7501349020122,Clonixinato de lisina AMSA 5 amp 100 mg/2 mL,AMSA,Caja con 5 ampolletas 100 mg/2 mL,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7501349020122.jpg,ifarma,EAN_EXACTO,el nombre del archivo es el codigo de barras
1759,7501277071685,Prochor Apotex propranolol 30 tab 40 mg,Apotex,Caja con 30 tabletas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7501277071685.jpg,ifarma,EAN_EXACTO,el nombre del archivo es el codigo de barras
1761,7501842951657,Pakid Genética paracetamol/ibuprofeno 20 tab 325/200 mg,Pakid,Caja con 20 tabletas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7501842951657.jpg,ifarma,EAN_EXACTO,el nombre del archivo es el codigo de barras
1763,7506022315038,Navontec Jayor ondansetrón 3 amp 8 mg/4 mL,Jayor,Caja con 3 ampolletas 8 mg/4 mL,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7506022315038.jpg,ifarma,EAN_EXACTO,el nombre del archivo es el codigo de barras
1764,7502009742798,Laritol EX Maver loratadina/ambroxol solución 30 mL,Maver,Frasco gotero 30 mL,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7502009742798.jpg,ifarma,EAN_EXACTO,el nombre del archivo es el codigo de barras
1765,7502009747274,Dolver Maver ibuprofeno 10 tab 600 mg,Maver,Caja con 10 tabletas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7502009747274.jpg,ifarma,EAN_EXACTO,el nombre del archivo es el codigo de barras
1765,7502009747274,Dolver Maver ibuprofeno 10 tab 600 mg,Maver,Caja con 10 tabletas,2,NO,https://curitekcom.b-cdn.net/wp-content/uploads/2023/09/DOLVER-IBUPROFENO.jpg,curitek(Maver),EAN_EN_PAGINA,codigo de barras visible en la ficha del producto
1766,7502009748035,Tinitrend Maver tretinoína crema 0.05% 30 g,Maver,Tubo 30 g,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7502009748035.jpg,ifarma,EAN_EXACTO,el nombre del archivo es el codigo de barras
1766,7502009748035,Tinitrend Maver tretinoína crema 0.05% 30 g,Maver,Tubo 30 g,2,NO,https://sanorim.mx/cdn/shop/files/tinitrend_0.05.jpg,sanorim,EAN_EN_PAGINA,codigo de barras visible en la ficha del producto
1766,7502009748035,Tinitrend Maver tretinoína crema 0.05% 30 g,Maver,Tubo 30 g,3,NO,https://sanorim.mx/cdn/shop/files/tinitrend.jpg,sanorim,EAN_EN_PAGINA,codigo de barras visible en la ficha del producto
1766,7502009748035,Tinitrend Maver tretinoína crema 0.05% 30 g,Maver,Tubo 30 g,4,NO,https://sanorim.mx/cdn/shop/files/tretinoina.jpg,sanorim,EAN_EN_PAGINA,codigo de barras visible en la ficha del producto
1767,7502009747410,Tinitrend Maver tretinoína crema 0.05% 40 g,Maver,Tubo 40 g,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7502009747410.jpg,ifarma,EAN_EXACTO,el nombre del archivo es el codigo de barras
1769,7502227876428,Breflumar Raam flunarizina 20 tab 5 mg,Raam,Caja con 20 tabletas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7502227876428.jpg,ifarma,EAN_EXACTO,el nombre del archivo es el codigo de barras
1770,7501258203593,Lonixer Serral clonixinato 10 tab 125 mg,Serral,Caja con 10 tabletas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7501258203593.jpg,ifarma,EAN_EXACTO,el nombre del archivo es el codigo de barras
1772,7501122960201,Arretin tretinoína crema 0.05% 30 g,Arretin,Tubo 30 g,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7501122960201.jpg,ifarma,EAN_EXACTO,el nombre del archivo es el codigo de barras
1774,7501075711035,Debisor sublingual 5 mg C/20 Novag,Debisor,Caja con 20 tabletas sublinguales,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7501075711035.jpg,ifarma,EAN_EXACTO,el nombre del archivo es el codigo de barras
1774,7501075711035,Debisor sublingual 5 mg C/20 Novag,Debisor,Caja con 20 tabletas sublinguales,2,NO,https://phemedica.com.mx/wp-content/uploads/2024/12/imgi_78_DEBISOR-5-MG-C-20-768x768-1.png,phemedica,EAN_EN_PAGINA,codigo de barras visible en la ficha del producto
1775,7501075713862,Novapres captopril 25 mg C/30 Novag,Novapres,Caja con 30 tabletas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7501075713862.jpg,ifarma,EAN_EXACTO,el nombre del archivo es el codigo de barras
1776,7501075715378,Toparal metildopa 250 mg C/30 Novag,Toparal,Caja con 30 tabletas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7501075715378.jpg,ifarma,EAN_EXACTO,el nombre del archivo es el codigo de barras
1777,7501299309278,Tusigen NF ambroxol/dextrometorfano C/20 Liomont,Tusigen NF,Caja con 20 tabletas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7501299309278.jpg,ifarma,EAN_EXACTO,el nombre del archivo es el codigo de barras
1778,7501349020979,Ketoprofeno 100 mg C/15 cápsulas AMSA,AMSA,Caja con 15 cápsulas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7501349020979.jpg,ifarma,EAN_EXACTO,el nombre del archivo es el codigo de barras
1779,7501471889352,Vepiltax verapamilo 80 mg C/20 Tecnofarma,Vepiltax,Caja con 20 tabletas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7501471889352.jpg,ifarma,EAN_EXACTO,el nombre del archivo es el codigo de barras
1780,7501573900245,Wadil metformina/glibenclamida 500/2.5 mg C/30,Wadil,Caja con 30 tabletas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7501573900245.jpg,ifarma,EAN_EXACTO,el nombre del archivo es el codigo de barras
1781,7501825301721,Biofilen atenolol 50 mg C/28 Degort's,Biofilen,Caja con 28 tabletas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7501825301721.jpg,ifarma,EAN_EXACTO,el nombre del archivo es el codigo de barras
1782,7501825301752,Biofilen atenolol 100 mg C/28 Degort's,Biofilen,Caja con 28 tabletas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7501825301752.jpg,ifarma,EAN_EXACTO,el nombre del archivo es el codigo de barras
1784,7502009740176,Dolxen naproxeno 250 mg C/20 Maver,Dolxen,Caja con 20 tabletas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7502009740176.jpg,ifarma,EAN_EXACTO,el nombre del archivo es el codigo de barras
1786,7502009744884,Odivitor atorvastatina 10 mg C/20 Maver,Odivitor,Caja con 20 tabletas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7502009744884.jpg,ifarma,EAN_EXACTO,el nombre del archivo es el codigo de barras
1786,7502009744884,Odivitor atorvastatina 10 mg C/20 Maver,Odivitor,Caja con 20 tabletas,2,NO,https://curitekcom.b-cdn.net/wp-content/uploads/2024/10/ODIVITOR-10-MG-ATORVASTATINA.jpg,curitek(Maver),EAN_EN_PAGINA,codigo de barras visible en la ficha del producto
1787,7502009744891,Frinver norfenefrina gotas 24 ml Maver,Frinver,Frasco gotero 24 ml,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7502009744891.jpg,ifarma,EAN_EXACTO,el nombre del archivo es el codigo de barras
1787,7502009744891,Frinver norfenefrina gotas 24 ml Maver,Frinver,Frasco gotero 24 ml,2,NO,https://curitekcom.b-cdn.net/wp-content/uploads/2025/03/FRINVER-NORFENEFRINA.jpg,curitek(Maver),EAN_EN_PAGINA,codigo de barras visible en la ficha del producto
1788,7502009747328,Lapriver itoprida 50 mg C/30 Maver,Lapriver,Caja con 30 tabletas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7502009747328.jpg,ifarma,EAN_EXACTO,el nombre del archivo es el codigo de barras
1788,7502009747328,Lapriver itoprida 50 mg C/30 Maver,Lapriver,Caja con 30 tabletas,2,NO,https://sanorim.mx/cdn/shop/files/Itoprida_1.png,sanorim,EAN_EN_PAGINA,codigo de barras visible en la ficha del producto
1788,7502009747328,Lapriver itoprida 50 mg C/30 Maver,Lapriver,Caja con 30 tabletas,3,NO,https://sanorim.mx/cdn/shop/files/Itoprida.png,sanorim,EAN_EN_PAGINA,codigo de barras visible en la ficha del producto
1789,7502009749100,Orfeox propafenona 150 mg C/20 Maver,Orfeox,Caja con 20 tabletas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7502009749100.jpg,ifarma,EAN_EXACTO,el nombre del archivo es el codigo de barras
1790,7502211780069,Stomffler Plus suspensión 120 ml Loeffler,Stomffler Plus,Frasco 120 ml,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7502211780069.jpg,ifarma,EAN_EXACTO,el nombre del archivo es el codigo de barras
1791,7502211784180,Calaffler diclofenaco gotas 15 mg/ml Loeffler,Calaffler,Frasco gotero (ticket 15 ml; ficha retail 20 ml),1,SI,https://www.ifarma.com.mx/wp-content/uploads/7502211784180.jpg,ifarma,EAN_EXACTO,el nombre del archivo es el codigo de barras
1792,7502216793439,Sucralfato 1 g C/40 Ultra,Ultra,Caja con 40 tabletas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7502216793439.jpg,ifarma,EAN_EXACTO,el nombre del archivo es el codigo de barras
1793,7502216796348,Felodipino LP 5 mg C/20 Ultra,Ultra,Caja con 20 tabletas LP,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7502216796348.jpg,ifarma,EAN_EXACTO,el nombre del archivo es el codigo de barras
1794,7502216803893,Ketorolaco 10 mg C/10 Avivia,Avivia,Caja con 10 tabletas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7502216803893.jpg,ifarma,EAN_EXACTO,el nombre del archivo es el codigo de barras
1796,7502227425039,Nifedipino / Gelprim 10 mg C/20 Gelpharma,Gelprim,Caja con 20 cápsulas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7502227425039.jpg,ifarma,EAN_EXACTO,el nombre del archivo es el codigo de barras
1803,7501573925071,Dosteril lisinopril 10 mg C/30 tabletas,Dosteril,Caja con 30 tabletas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7501573925071.jpg,ifarma,EAN_EXACTO,el nombre del archivo es el codigo de barras
1811,7503003738671,Sepia itraconazol 33.3 mg / secnidazol 166.6 mg C/16 cápsulas,Sepia,Caja con 16 cápsulas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7503003738671.jpg,ifarma,EAN_EXACTO,el nombre del archivo es el codigo de barras
1812,7503045798022,Dinaglix-Duo sitagliptina 50 mg / metformina 500 mg C/28,Dinaglix-Duo,Caja con 28 comprimidos,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7503045798022.jpg,ifarma,EAN_EXACTO,el nombre del archivo es el codigo de barras
1813,7502009749469,Tribenósido 5% / lidocaína 2% crema rectal 30 g,Maver,Tubo 30 g,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7502009749469.jpg,ifarma,EAN_EXACTO,el nombre del archivo es el codigo de barras
1813,7502009749469,Tribenósido 5% / lidocaína 2% crema rectal 30 g,Maver,Tubo 30 g,2,NO,https://sanorim.mx/cdn/shop/files/Tribenosido.jpg,sanorim,EAN_EN_PAGINA,codigo de barras visible en la ficha del producto
1813,7502009749469,Tribenósido 5% / lidocaína 2% crema rectal 30 g,Maver,Tubo 30 g,3,NO,https://sanorim.mx/cdn/shop/files/Tribenosido_2.jpg,sanorim,EAN_EN_PAGINA,codigo de barras visible en la ficha del producto
1814,7501258208550,Valaciclovir Serral 500 mg C/10 tabletas,Serral,Caja con 10 tabletas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7501258208550.jpg,ifarma,EAN_EXACTO,el nombre del archivo es el codigo de barras
