ticket,estado,ean_ticket,descripcion_ticket,cantidad,costo_ticket,sku,nombre_bd,ean_bd,costo_bd,precio_bd,stock_bd,nota
farmalive_9861,ya_esta,7501037907124,BISOLVON JBE INF 120 ML,1,144.94,FC-79071241,Bisolvon Infantil,7501037907124,144.95,196.0,1,nombre no se parece
farmalive_9861,ya_esta,7502234762417,NAILEX DESENTERRADOR UÑAS 12 ML,1,54.49,FC-47624171,Nailex Desenterrador Unas Desenterrador Unas,7502234762417,54.49,87.19,1,
farmalive_9861,ean_truncado_match,650240017094,XL-3 XTRA TAB C/12,4,36.26,FC-00170941,XL-3 Xtra C/12,6502400170941,36.26,49.0,4,ticket 650240017094 → BD 6502400170941
farmalive_9861,ya_esta,7501080950139,COND TROJAN CLASICO ENZ C/3,1,36.13,FC-80950139,Condones Trojan Pro-Tech,7501080950139,36.13,68.0,1,nombre no se parece
farmalive_9861,ya_esta,7502208894779,TRIBEDOCE TAB C/30 NVO,5,17.64,FC-88947797,Tribedoce Tabletas,7502208894779,17.64,26.0,5,
farmalive_9861,ya_esta,7501537163266,IV TRIBEDOCE COMPUESTO AMP C/3,2,54.10,FC-37163266,Tribedoce Compuesto Dx,7501537163266,54.1,68.0,2,
farmalive_9861,ya_esta,7501065095978,CENTRUM PERFORMANCE TAB C/30,1,160.72,FC-50959781,Centrum Performance,7501065095978,160.72,234.0,1,
farmalive_9861,ya_esta,7501080953017,COND TROJAN FIRE & ICE C/3,1,41.65,FC-80953017,Condones Trojan Fire & Ice,7501080953017,41.65,59.0,1,
farmalive_9861,ean_truncado_match,650240015366,NASALUB SOL ADTO 30 ML,1,83.32,FC-40015366,Nasalub Sol,6502400153668,83.32,112.49,1,ticket 650240015366 → BD 6502400153668
farmalive_9861,ean_truncado_match,650240010538,NEXT TAB C/10,4,23.52,FC-40010538,Next tabletas C/10,6502400105384,23.52,32.0,4,ticket 650240010538 → BD 6502400105384
farmalive_9861,ya_esta,650240007408,SILKA MEDIC GEL 15 GR,1,80.56,FC-00740024,Silka Medic Gel,650240007408,80.56,108.76,1,
farmalive_9861,falta,7501065060891,CONTAC ULTRA TAB C/12,2,32.34,,,,,,,
farmalive_9861,ya_esta,7501385491146,DEFLAMOX PLUS SUSP 75 ML,1,42.41,FC-54221482,Deeflamox Plus,7501385491146,42.41,58.0,1,nombre no se parece
farmalive_9861,ya_esta,7501537182960,IV TRIBEDOCE 50000 AMP C/5,2,73.11,FC-71829601,Tribedoce 50000 UI,7501537182960,73.11,98.7,2,
farmalive_9861,ya_esta,7501092793045,RIOPAN SOBRES C/20,1,268.72,FC-92730451,Riopan Sobres,7501092793045,268.72,362.78,1,
farmalive_9861,ean_truncado_match,650240052545,XL-3 TAB C/10,4,30.38,FC-00525451,XL-3 C/10,6502400525451,30.38,41.02,4,ticket 650240052545 → BD 6502400525451 | nombre no se parece
farmalive_9861,ya_esta,3664798059601,ADEROGYL AMP ING C/4,2,96.92,FC-80596011,Aderogyl ampolletas C/4,3664798059601,96.92,130.85,2,nombre no se parece
farmalive_9861,ya_esta,7501095452505,TEMPRA FORTE 650 MG TAB C/24,1,113.93,FC-54525051,Tempra Forte C/24,7501095452505,113.93,153.81,1,
farmalive_9861,ean_truncado_match,650240031502,TUKOL-D JBE INF 125 ML,1,126.91,FC-00315021,Tukol-D jarabe infantil,6502400315021,126.91,172.0,1,ticket 650240031502 → BD 6502400315021 | nombre no se parece
farmalive_9861,ean_truncado_match,650240010712,TUKOL-D JBE ADTO 125 ML,1,117.42,FC-40010712,Tukol-D jarabe Adulto,6502400107128,117.42,158.52,1,ticket 650240010712 → BD 6502400107128 | nombre no se parece
farmalive_9861,ya_esta,354312625018,ROCAINOL UNG 45 GR,2,53.12,FC-12250181,Rocainol Ung,354312625018,53.12,71.72,2,
farmalive_9861,ean_truncado_match,650240036354,GENOPRAZOL TAB C/7 NVO,1,24.50,FC-40036354,Genoprazol tabletas C/7,6502400363548,24.5,34.0,1,ticket 650240036354 → BD 6502400363548
farmalive_9861,ya_esta,7501685171113,COND SICO INVISIBLE C/3,1,71.25,FC-85171113,Condón Sico Invisible C/3,7501685171113,71.25,96.19,1,
farmalive_9861,ya_esta,7501095452116,TEMPRA 500 MG TAB C/10,1,45.87,FC-54521161,Tempra 500 mg,7501095452116,45.87,62,1,
farmalive_9861,ya_esta,7502250340538,VITACILINA UNG 18 GR,1,23.06,FC-03405381,Vitacilina Ungüento,7502250340538,23.06,31.14,1,
farmalive_9861,ya_esta,7501289520102,HIPOGLOS PAC TUBO 45 GR,1,69.58,FC-95201021,Pomada Hipoglos Pac,7501289520102,69.58,110,1,
farmalive_9861,ya_esta,7501008485316,TABCIN EFERV TAB C/12,2,37.73,FC-08485316,Tabcin efervescente C/12,7501008485316,37.73,51.0,2,
farmalive_9861,ya_esta,7501065095947,CENTRUM SILVER TAB C/30,1,178.46,FC-65095947,Centrum Silver + 50,7501065095947,178.46,232.0,1,
farmalive_9861,ya_esta,7501095451096,SAL DE UVAS C/10,2,37.14,FC-95451096,Sal de uvas,7501095451096,37.14,60,2,
farmalive_9861,ean_truncado_match,780083146207,FAZOLIN F GOTAS 15 ML,2,26.85,FC-83146207,Fazolin F,7800831462076,26.85,37.0,2,ticket 780083146207 → BD 7800831462076
farmalive_9861,ya_esta,3664798062229,PHARMATON COMPLETE TAB C/30,1,149.55,FC-8062229,Pharmaton Complete,3664798062229,118.0,160.0,1,costo ticket 149.55 vs BD 118.0
farmalive_9861,ya_esta,7501070600556,SYNCOL TAB C/24,1,98.81,FC-79400556,Syncol (Paracetamol),7501070600556,98.81,134.0,1,
farmalive_9861,ya_esta,7501070600730,SYNCOL MAX TAB C/12,1,88.69,FC-34092301,Syncol Max tabletas,7501070600730,88.69,120.0,1,
farmalive_9861,ya_esta,7501095409004,GRANEODIN B FRAMBUESA TAB C/24,2,113.19,FC-58715517,Graneodin B Frambuesa,7501095409004,42.64,57.57,2,costo ticket 113.19 vs BD 42.64
farmalive_9861,ya_esta,7501008427347,BEPANTHEN POMADA 30 GR,1,64.44,FC-08427330,Bepanthen Pomada Protectora Contra Rozaduras,7501008427347,134.5,160,1,costo ticket 64.44 ≈ ½ BD 134.5 (posible presentación distinta)
farmalive_9861,falta,7501088509810,ANTIFLU-DES PED SOL 30 ML,1,149.35,,,,,,,
farmalive_9861,ya_esta,7501159525015,EUCALIPTINE JBE 140 ML,1,125.34,FC-9525015,Eucaliptine Jarabe 140 ml,7501159525015,107.0,145.0,1,costo ticket 125.34 vs BD 107.0
farmalive_9861,ya_esta,7503008344495,LACTOPRAM INFANTIL CAPS C/20,1,27.24,FC-08344495,Lactopram infantil 150 mg sabor chocolate,7503008344495,27.24,0.01,1,
farmalive_9861,ya_esta,7501058367129,COND SICO NEGRO FEEL CART C/3,1,54.71,FC-58367129,Condón Sico Negro Feel,7501058367129,54.71,73.86,1,
farmalive_9861,falta,7501065008459,THERAFLU TD ROJO SOB C/10,2,170.32,,,,,,,
farmalive_9861,ya_esta,736085405422,SPLASH TEARS LUB SOL OFT 15 ML,1,140.53,FC-54054221,Splash Tears Sol oftálmica,736085405422,140.53,190.0,1,
farmalive_9861,ya_esta,7501008497593,ALKA-SELTZER BOOST TAB C/10,2,46.31,FC-8497593,Alka-Seltzer Boost C/10,7501008497593,46.31,63.0,2,
farmalive_9861,ya_esta,7501125112881,IV PISACAINA 2% SOL AMP C/1 50 ML,1,64.68,FC-5112881,Pisacaina 2% 20 mg/ml Sol 50 ml,7501125112881,85.0,114.75,1,costo ticket 64.68 vs BD 85.0
farmalive_9861,ya_esta,7501058714305,TEMPRA JBE 120 ML,1,166.19,FC-50724298,Tempra jarabe Infantil,7501058714305,166.19,224.36,1,
farmalive_9861,ya_esta,7501064560163,IODEX CRISTAL UNG 60 GR,1,70.07,FC-64560163,Iodex Cristal,7501064560163,70.07,94.6,1,
farmalive_9861,ya_esta,7501008421321,REDOXON NARANJA 1 GR TAB C/10 2PACK,1,162.68,FC-08421321,Redoxon 1g 2-pack Naranja,7501008421321,130.0,176.0,0,costo ticket 162.68 vs BD 130.0
farmalive_9861,ya_esta,7501058368126,COND SICO ROJO FEEL CART C/3,1,54.71,FC-83683367,Condón Sico Rojo Feel,7501058368126,54.71,73.86,1,
farmalive_9861,ya_esta,7501008499702,TABCIN PODS NOCHE CAPS C/12,2,66.64,FC-08499702,Tabcin Noche C/12,7501008499702,71.21,97.0,2,costo ticket 66.64 vs BD 71.21
farmalive_9861,ya_esta,7501007535494,MOTRIN SUSP INF 120 ML,1,186.40,FC-07535494,Motrin Infantil Suspension 120 ml,7501007535494,186.4,252.0,1,
farmalive_9861,ya_esta,7501058793249,LUBRICANTE SICO SENS CALOR 50 ML,1,95.79,FC-58793249,Lubricante sensación calor,7501058793249,101.9,143.0,1,costo ticket 95.79 vs BD 101.9
farmalive_9861,ya_esta,7501095467264,SAL DE UVAS EXH C/50,1,160.23,FC-95467264,Sal de Uvas Ixh C/50,7501095467264,163.5,261.61,1,costo ticket 160.23 vs BD 163.5
farmalive_9861,ya_esta,7501058793232,LUBRICANTE SICO CEREZA 50 ML,1,95.79,FC-87932321,Sico lubricante cereza 50 ml,7501058793232,95.79,135.0,1,
farmalive_9861,ya_esta,7502246642073,MICRODACYN 60 SOL 60 ML,1,114.66,FC-46642073,Microdacyn Solucion 60 ml,7502246642073,114.66,154.8,1,
farmalive_9861,ya_esta,7501008443026,ALKA-SELTZER EXH TAB C/100,1,256.76,FC-08443026,Alka-Seltzer,7501008443026,256.56,347.0,35,costo ticket 256.76 vs BD 256.56
farmalive_9861,ean_truncado_match,650240006647,ULTRA BENGUE GEL ROJO 35 GR,1,110.30,FC-40006647,Ultra Bengue Gel,6502400066470,110.3,148.91,1,ticket 650240006647 → BD 6502400066470
farmalive_9861,ya_esta,7501298215099,SEDALMERCK MAX TAB C/24,2,122.06,FC-98215099,Sedalmerck Max C/24,7501298215099,122.06,165.0,2,
farmalive_9861,ya_esta,7501007535432,TYLENOL TAB C/10,1,49.00,FC-75354321,Tylenol,7501007535432,49,67.0,1,
farmalive_9861,falta,7501008491072,ASPIRINA TAB C/80 2PACK,1,122.30,,,,,,,
farmalive_9861,ya_esta,736085278507,MANZANILLA SOPHIA SOL 15 ML,1,63.41,FC-85278507,Manzanilla Sophia Solucion 15 ml,0736085278507,63.41,86.0,1,
farmalive_9861,ya_esta,7501008443033,ALKA-SELTZER TAB C/12,2,39.00,FC-08443033,Alka-Seltzer C/12 alivio rapido,7501008443033,39,53.0,2,
farmalive_9861,ya_esta,7501070612368,(A) TREDA TAB C/20,2,139.84,FC-70612368,Treda antidiarreico C/20,7501070612368,139.84,189.0,2,
farmalive_9861,ya_esta,7501537103521,BRUNADOL TAB C/10 NVO,4,19.31,FC-103521,Brunadol paracetamol/naproxeno C/10,7501537103521,19.31,72,4,
farmalive_9861,ya_esta,7501537164713,IV TRIBEDOCE COMPUESTO GRA C/30,5,45.08,FC-37164713,Tribedoce Compuesto grageas,7501537164713,45,75,5,
farmalive_9861,ya_esta,7501008485408,TABCIN 500 TAB C/12,2,46.06,FC-08485408,Tabcin 500 C/12,7501008485408,46.06,63.0,1,
farmalive_9861,ya_esta,7501088579615,(A) TOPRON TAB C/16,1,153.47,FC-88579615,Topron nifuroxazida 400 mg C/16,7501088579615,153.47,208.0,1,
farmalive_9861,ya_esta,7502009747366,IV VERIDEX 6 MG TAB C/4,1,75.46,FC-09747366,Veridex ivermectina 6 mg C/4,7502009747366,75.46,95.0,1,
farmalive_9861,ya_esta,7501088508929,ANARA TAB C/20,1,159.35,FC-88508929,Anara,7501088508929,162.6,220.0,1,costo ticket 159.35 vs BD 162.6
farmalive_9861,ya_esta,7501008433553,CAFIASPIRINA FORTE TAB C/24,2,71.79,FC-84335531,Aspirina Forte C/24 Caf Iaspirina,7501008433553,71.79,97.0,2,
farmalive_9861,ya_esta,7501088509773,ANTIFLU-DES CAP C/24,1,156.60,FC-01508201,Antiflu-Des C/24,7501088509773,156.6,212.0,1,
farmalive_9861,ya_esta,7501072300133,TING CREMA 28 GR,1,72.13,FC-23001331,Sr. Ting pomada (ácido bórico),7501072300133,73.6,117.76,1,costo ticket 72.13 vs BD 73.6
farmalive_9861,ya_esta,7501088559211,SCABISAN CREMA 60 GR,1,190.71,FC-85592111,Scabisan,7501088559211,190.71,311.36,1,
farmalive_9861,ya_esta,7501008499900,ALKA-SELTZER BOOST TAB C/50,1,170.52,FC-84999001,Alka-Seltzer,7501008499900,170.52,231.0,1,
farmalive_9861,ya_esta,7501008498798,BEPANTHEN MULTIUSOS POMADA 30 GR,1,61.99,FC-08498798,Bepanthen Cutanea,7501008498798,131.81,155,1,costo ticket 61.99 ≈ ½ BD 131.81 (posible presentación distinta) | nombre no se parece
farmalive_9861,ya_esta,7501037907117,BISOLVON JBE ADTO 120 ML,1,141.94,FC-7907117,Bisolvon Solucion Adulto 120 ml,7501037907117,141.94,192.0,1,
farmalive_9861,ya_esta,020800753067,PEPTO-BISMOL SUSP 118 ML,1,96.73,FC-00753067,Pepto-Bismol Suspension 118 ml,020800753067,96.73,131.0,1,
farmalive_9861,ya_esta,7501008491096,CAFIASPIRINA TAB C/100 2 PACK,1,217.46,FC-08491096,Cafiaspirina tartrato C/100,7501008491096,217.46,294.0,2,
farmalive_9861,ya_esta,7896009490651,COREGA ULTRA CMA 40 GR,1,120.05,FC-9490651,Corega Ultra Sin Sabor 40 g,7896009490651,120.05,169.0,1,
farmalive_9861,ya_esta,7501165000315,IV NEOMELUBRINA JBE 100 ML,1,118.58,FC-50003151,Neo-Melubrina jarabe,7501165000315,118.58,161.0,1,nombre no se parece
farmalive_9861,ya_esta,7501008494226,ASPIRINA JUNIOR TAB C/60,1,65.66,FC-8494226,Aspirina Junior 100 mg C/60,7501008494226,65.66,89.0,1,
farmalive_9861,ya_esta,7501008499689,TABCIN PODS ACTIVE CAPS C/12,2,66.64,FC-08499689,Tabcin Active C/12,7501008499689,70.6,96.0,0,costo ticket 66.64 vs BD 70.6
farmalive_9861,ya_esta,354312225010,DERMAN CREMA 25 GR,1,27.24,FC-2225010,Derman Crema 25 g,354312225010,27.8,37.53,1,costo ticket 27.24 vs BD 27.8
farmalive_9861,ya_esta,7501289511421,PASTA LASSAR TARRO 30 GR,1,23.62,FC-9511421,Pasta Lassar Andromaco 30 g,7501289511421,23.62,31.89,1,
farmalive_9861,ya_esta,7502224227339,(A) LOXCELL ADTO TAB C/1,2,73.32,FC-24227339,Loxcel adulto,7502224227339,78.0,106.0,2,costo ticket 73.32 vs BD 78.0 | nombre no se parece
farmalive_9861,ya_esta,7501089810038,HERKLIN SHAM 120 ML,1,126.22,FC-98100381,Shampoo Herklin,7501089810038,128.8,181.0,1,costo ticket 126.22 vs BD 128.8 | nombre no se parece
farmalive_9861,ya_esta,650240053610,ALLI-TRIPLE TAB C/10,1,58.80,FC-053610,Alli-Triple C/10 tabletas,650240053610,58.8,80.0,1,
farmalive_9861,ya_esta,650240070839,ALLIVIAX GARGANTA TAB C/6,2,24.50,FC-070839,Alliviax Garganta C/8 tabletas,650240070839,24.5,34.0,2,
farmalive_9861,ya_esta,7501314704156,SENOSIAIN SUPOS ADTO C/10,1,58.96,FC-14704156,Senosiain supositorios adulto C/10,7501314704156,58.96,94.34,1,nombre no se parece
farmalive_9861,ya_esta,7501065008473,THERAFLU VERDE SOB C/10,2,170.32,FC-5008473,Theraflu TD Limon Resfriado Severo C/10 sobres,7501065008473,170.32,230.16,2,nombre no se parece
farmalive_9861,ya_esta,7501314704163,SENOSIAIN SUPOS INF C/10,1,58.96,FC-14704163,Senosiain supositorios infantil C/10,7501314704163,63.4,102.0,1,costo ticket 58.96 vs BD 63.4 | nombre no se parece
farmalive_9861,ya_esta,7503008344488,LACTOPRAM 430 MG CAP C/20,1,28.71,FC-08344488,Lactopram 430 mg C/20,7503008344488,28.71,39.0,1,
farmalive_9861,ya_esta,7501065095718,CENTRUM TAB C/30,1,149.16,FC-65095718,Centrum Balance,7501065095718,152.2,206.0,1,costo ticket 149.16 vs BD 152.2
farmalive_9861,ya_esta,7506460101514,LUBRICANTE SOFT LUB ORIGINAL 56.7 GR,3,78.49,FC-01015141,Lubricante Sico Softlube Origin,7506460101514,94.75,119,3,costo ticket 78.49 vs BD 94.75 | nombre no se parece
farmalive_9861,ya_esta,736085132069,NAZIL OFTENO 15 ML,1,67.82,FC-85132069,Nazil Ofteno Solucion Oftalmica 15 ml,736085132069,67.82,92.0,1,
farmalive_9861,ya_esta,7501008496701,ASPIRINA EFERV TAB C/12,2,35.18,FC-08496701,Aspirina efervescente C/12,7501008496701,35.18,48.0,2,
farmalive_9861,ya_esta,7502208891549,TARMIN 2 MG C/12 TAB,9,6.37,FC-88915491,Tarmin 2 Mg /12,7502208891549,58.5,79.0,9,costo ticket 6.37 vs BD 58.5
farmalive_9861,ya_esta,7503008344501,PROMEGA 3 CAPS C/60,2,79.28,FC-08344501,Promega 3 Omega 3,7503008344501,79.28,115.0,2,
farmalive_9861,ya_esta,7500435181402,SEDALMERCK TAB C/40,1,144.73,FC-5181402,Sedalmerck C/40 tabletas,7500435181402,144.73,196.0,1,
farmalive_9861,ya_esta,7501318645080,CANESTEN V CREMA 20 GR,1,142.10,FC-8645080,Canesten V Crema 3 dias 20 g + 3 aplicadores,7501318645080,142.1,191.7,1,
farmalive_9861,ya_esta,7501299303047,CICLOFERON CREMA 2 GR,1,48.61,FC-9303047,Cicloferon Crema 5% 2 g,7501299303047,48.61,65.62,1,
farmalive_9861,ean_duplicado_en_bd,7503008344747,AFRODIT 400 UI CAPS C/30,1,45.08,,,,,,,FC-6898B64F Bioerter | FC-08344747 Afrodit
farmalive_9861,ya_esta,7502208895196,KY6 TAB C/10,5,9.31,FC-08895196,KY6,7502208895196,9.31,15.0,5,
farmalive_9861,ya_esta,7501008491966,ASPIRINA TAB C/40,1,45.57,FC-8491966,Aspirina 500 mg C/40,7501008491966,45.57,62.0,1,
farmalive_9861,ya_esta,7501089810021,HERKLIN NF SHAM 60 ML,1,79.38,FC-89810021,Shampoo Herklin,7501089810021,79.38,127.01,2,
farmalive_9861,ya_esta,7506460101378,LUBRICANTE SICO PIEL CON PIEL 50 ML,1,96.35,FC-60101378,Lubricante íntimo,7506460101378,102.5,144.0,1,costo ticket 96.35 vs BD 102.5 | nombre no se parece
farmalive_9861,ya_esta,7502276040351,LOTRIMIN UNO CREMA 20 GR,1,70.32,FC-6040351,Lotrimin-Uno Crema 1% 20 g,7502276040351,70.32,94.94,1,
farmalive_9861,ya_esta,7502276040368,DESENFRIOL D TAB C/30,2,61.74,FC-60403681,Desenfriol D,7502276040368,63,86.0,2,costo ticket 61.74 vs BD 63.0
farmalive_9861,ya_esta,7502227426449,NESAJAR CAPS C/16,2,114.27,FC-7426449,Nesajar 100/300 mg C/16,7502227426449,114.27,77.14,2,
farmalive_9861,ya_esta,7502208892355,IV CILOCID 5 MG TAB C/20,4,7.25,FC-88923551,Cilocid,7502208892355,7.25,9.43,4,
farmalive_9861,ya_esta,7501314704187,SENOSIAIN SUPOS BEBE C/10,1,58.96,FC-14704187,Senosiain Supositorios Bebe C/10,7501314704187,58.96,77.0,1,
farmalive_9861,falta,7501537103422,TRIBEDOCE DX AMP C/3,2,56.84,,,,,,,
farmalive_9861,ya_esta,7501125116810,AGRIFEN TAB C/10,5,19.11,FC-25116810,Agrifen,7501125116810,19.5,27.0,5,costo ticket 19.11 vs BD 19.5
farmalive_9861,ya_esta,7500435246309,VICK DROPS JENGIBRE PASTILLAS C/20,1,37.53,FC-35246309,Vick Drops jengibre pastillas C/20,7500435246309,37.53,57.0,1,
farmalive_9861,ya_esta,7502234764053,NAILEX RECUPERADOR UNA AMARILLA 15 ML,1,54.49,FC-47640531,Nailex El Recuperador,7502234764053,54.49,77.0,1,
farmalive_9861,ya_esta,7891317048853,MELOX MENTA TAB C/50,1,132.30,FC-7048853,Melox Plus,7891317048853,132.3,179.0,1,
farmalive_9861,ya_esta,7501088505003,IV ALIN AMP 2 ML,1,68.80,FC-8505003,Alin Dexametasona 8 mg/2 mL amp,7501088505003,68.8,86.0,1,
farmalive_9861,ya_esta,7501298281209,SEDALMERCK TAB C/20,1,79.33,FC-8281209,Sedalmerck C/20 tabletas,7501298281209,79.33,108.0,1,
farmalive_9861,ya_esta,7501057002663,LOMOTIL TAB C/8,1,119.56,FC-002663,Lomotil Loperamida,7501057002663,119.56,162.0,1,
farmalive_9861,ya_esta,7501008409541,SARIDON TAB C/20,1,63.46,FC-84095411,Saridon,7501008409541,63.46,86.0,1,
farmalive_9861,ya_esta,7501088509766,ANTIFLU-DES JR. JBE INF 60 ML,1,125.34,FC-85097661,Antiflu-Des Jr Antigripal,7501088509766,125.34,204,1,
farmalive_9861,ya_esta,7501050624732,AFRIN SPRAY NO DRIP EXTRA HUMECTANTE,1,109.76,FC-06247327,Afrin No Drip Descongestivo Nasal spray,7501050624732,109.76,149.0,1,
farmalive_9861,ya_esta,7501008497340,FLANAX 550 MG TAB C/12,2,182.70,FC-84973401,Flanax Naproxeno,7501008497340,182.7,247.0,2,
farmalive_9861,ya_esta,7501088505126,IV NEURALIN AMP,1,147.00,FC-8505126,Neuralin solucion inyectable,7501088505126,147.0,184.0,1,
farmalive_9861,ya_esta,7501008426944,FLANAX GEL 40 GR 5.5%,1,117.11,FC-08426944,Flanax Gel Naproxeno Sodico,7501008426944,117.11,187.38,1,
farmalive_9861,ya_esta,7501298217635,IV DOLO-NEUROBION DC FTE JGA PRELL C/1,3,273.24,FC-82176351,Dolo-Neurobión Forte inyectable prellenado,7501298217635,273.24,369.0,3,
farmalive_9861,ya_esta,7501123013302,IV BEDOYECTA TRI AMP 50.000,1,273.42,FC-30133021,Bedoyecta Tri,7501123013302,273.42,397.0,1,
farmalive_9861,ya_esta,7501123013340,BEDOYECTA TAB C/30,1,177.87,FC-013340,Bedoyecta Capsulas C/30,7501123013340,177.87,258.0,1,
farmalive_9861,ya_esta,7501298217659,IV DOLO-NEUROBION DC JGA PRELL C/3 3 ML,1,434.30,FC-98217659,Dolo-Neurobion solucion inyectable C/3,7501298217659,434.3,543.0,1,
farmalive_9861,ya_esta,7509546688817,CREMA DENT COLGATE MAX CLEAN 120 ML,2,24.99,FC-66888171,Colgate Max Clean Frescura y Limpieza,7509546688817,24.99,35.0,2,
farmalive_9861,ya_esta,7509546687353,CREMA DENT COLGATE MFP 90 ML,2,32.44,FC-66873531,Colgate Máxima Protección Anticaries,7509546687353,32.44,46.0,2,nombre no se parece
farmalive_9861,ya_esta,7501048670802,TERMOMETRO DIGITAL PROTEC,2,41.26,FC-86708021,Termómetro Digital Protec,7501048670802,41.26,62.0,2,
farmalive_9861,ean_duplicado_en_bd,7503003406600,TELA ADHESIVA QUIRMEX 2.5CMX5M,3,29.30,,,,,,,FC-03406600 Tela Adhesiva Impermeable Quir | FC-2E5B7248 Reumatol
farmalive_9861,ya_esta,7503003406501,TELA ADHESIVA QUIRMEX 1.25CMX5M,3,18.62,FC-03406501,Tela Adhesiva Impermeable Quirmex,7503003406501,18.62,28.0,3,
farmalive_9861,ya_esta,7503003406365,TELA ADHESIVA QUIRMEX 2.5CMX1M,5,11.47,FC-34063651,Tela Adhesiva Impermeable Quirmex,7503003406365,11.47,18.0,5,
farmalive_9861,ya_esta,7503003406242,TELA ADHESIVA QUIRMEX 1.25CMX1M,5,5.29,FC-34062421,Tela adhesiva Impermeable Quirmex,7503003406242,5.29,11.0,5,
farmalive_9861,ya_esta,7509546068909,CREMA DENT COLGATE TRIP ACC XTRA B 50 ML,2,13.72,FC-60689091,Colgate Trip Xtra Blancura,7509546068909,13.72,20.0,2,
farmalive_9861,falta,7509546657851,CEPILLO COLGATE PREMIER CLEAN C/6,1,64.97,,,,,,,
farmalive_9861,ya_esta,7501017362998,PAÑUELOS KLEENEX PACK C/8,2,32.63,FC-73629981,Pañuelos Kleenex,7501017362998,4.079,10,16,costo ticket 32.63 vs BD 4.079
farmalive_9861,ya_esta,7506425613168,PAÑUELOS KLEENEX C/90,3,24.89,FC-56131681,Pañuelos Kleenex Gds,7506425613168,24.89,35.0,3,
farmalive_9861,falta,7501027573773,BIB EVENFLO ENSUENO 8OZ,2,15.48,,,,,,,
farmalive_9861,ya_esta,7509546000985,CREMA DENT COLGATE TRIPLE ACC 75 ML,2,18.82,FC-60009851,Colgate Triple Acc Original,7509546000985,18.82,27.0,2,
farmalive_9861,falta,7506022327345,JERINGA SENSIMEDICAL INSUL 0.5 ML C/100,1,212.86,,,,,,,
farmalive_9861,ya_esta,7501027516305,BIB EVENFLO ENSUENO AZUL 8OZ,1,15.48,FC-75163051,Mamila Evenflo Micro Air Vents,7501027516305,15.48,21.0,1,nombre no se parece
farmalive_9861,ya_esta,7501027512574,BIB EVENFLO COLORS 8 OZ,3,15.48,FC-27512574,Evenflo Colors,7501027512574,15.48,21.0,3,
