ticket,estado,ean_ticket,descripcion_ticket,cantidad,costo_ticket,sku,nombre_bd,ean_bd,costo_bd,precio_bd,stock_bd,nota
bodega_f42_77827,ya_esta,7506267905186,JBN LIQ BLUMEN COCONUT PARA 221ML,1,16.700,FC-67905186,Blumen coconut líquido,7506267905186,16.7,24.0,1,nombre no se parece
bodega_f42_77827,ya_esta,7509546683133,JBN PALMOL N-BAL DERMO LIMP 120G,2,26.145,FC-46683133,Palmolive Neutro-Bal Dermo Limp,7509546683133,26.145,30,2,
bodega_f42_77827,ya_esta,7506306241206,DESOD DOVE DERMAC SK-C 48H SPY150ML,2,64.285,FC-06241206,Dove tono uniforme 72h,7506306241206,64.285,80,2,nombre no se parece
bodega_f42_77827,ya_esta,7501943489004,JBN ESCUDO ROSA PROT Y CUID 110G,2,8.965,FC-43489004,Escudo Rosa Cuidado,7501943489004,8.96,19,2,nombre no se parece
bodega_f42_77827,ya_esta,3600542326414,AGUA MIC GARNIER DE ROSAS 400 ML,1,108.240,FC-42326414,Garnier agua micelar De Rosas,3600542326414,108.24,152.0,1,
bodega_f42_77827,ya_esta,7506376000284,AGUA MIC VITACILINA ROS-SAB 500MLN,1,81.470,FC-76000284,Vitacilina agua micelar agua rosas,7506376000284,81.74,115.0,1,costo ticket 81.47 vs BD 81.74 | nombre no se parece
bodega_f42_77827,ya_esta,7501082790504,DESMAQ BIFASICO OIL NUVEL 125ML,1,27.750,FC-82790504,Nuvel desmaquillante bifásico oil,7501082790504,27.75,39.0,1,
bodega_f42_77827,ya_esta,7502245722547,AGUA MICE NATURAL-G BIFASIC 120ML,1,21.080,FC-45722547,Natural Gloss Agua micelar bifásica,7502245722547,21.08,30.0,1,
bodega_f42_77827,ya_esta,7506267905131,JBN LIQ BLUMEN CHERRY BLOSS 221ML,1,16.700,FC-67905131,Blumen jabón líquido cherry blossom,7506267905131,16.7,24.0,1,nombre no se parece
bodega_f42_77827,ya_esta,7502221012303,TAS HUM CLARIS DESMAQ ALOE C/40,2,18.860,FC-21012303,Claris toallas desmaquillantes aloe C/40,7502221012303,18.86,27.0,2,
bodega_f42_77827,ya_esta,7505514121782,JABON DE PROTEINA DE ARROZ Y CONCHA NACAR 80GR,1,17.780,FC-14121782,Jabón proteína de arroz y concha nácar,7505514121782,17.78,25.0,1,
bodega_f42_77827,ya_esta,7506425652716,JBN ESCUDO AZUL REY 135G,2,14.775,FC-25652716,Escudo Antibacterial Original,7506425652716,14.775,21.0,2,nombre no se parece
bodega_f42_77827,ya_esta,7506306248052,DEO AERO DOVE TONO UNIFORME 150ML 3PACK,1,167.690,FC-06248052,Dove aerosol tono uniforme caléndula y vitamina E,7506306248052,55.89,69,3,costo ticket 167.69 ≈ 3× BD 55.89 (posible multipack)
bodega_f42_77827,ya_esta,7506306248045,DEO DOVE SPY INVISIBLE DRY 150ML C3,1,147.300,FC-06248045,Dove Men Care 72 h,7506306248045,49.1,60,3,costo ticket 147.3 ≈ 3× BD 49.1 (posible multipack) | nombre no se parece
bodega_f42_77827,ya_esta,7501035911208,JBN LIQ PALMOL AQUARIUM 221ML,1,23.790,FC-35911208,Palmolive Aquarium,7501035911208,23.79,34.0,1,nombre no se parece
bodega_f42_77827,ya_esta,4005808837311,DESOD NIVEA PEARLB MSPY150ML,2,64.730,FC-08837311,Nivea Antitransp Pearlb Spray,4005808837311,64.73,91.0,2,
bodega_f42_77827,ya_esta,7506306209862,DEO AXE SPY 150ML 48H ANARCHY FRESH LOVE FOR HER,1,45.830,FC-06209862,Desodorante Axe 48H Anarchy Fresh Love (Mujer),7506306209862,45.83,65.0,1,
bodega_f42_77827,ya_esta,7501943489165,JBN LIQ ESCUDO BLANCO NEUT 225ML,1,25.080,FC-43489165,Escudo jabón líquido blanco neutro,7501943489165,25.08,36.0,1,nombre no se parece
bodega_f42_77827,ean_truncado_match,759684900280,JALOMA AGUA DE ROSAS 130ML SPRAY,1,16.870,FC-84900280,Jaloma Agua de Rosas,7596849002808,16.87,24.0,1,ticket 759684900280 → BD 7596849002808
bodega_f42_77827,ya_esta,7506306226852,DESOD AXE WOM ANARCHY SPY 150ML,1,45.830,FC-06226852,Desodorante Axe Wom Anarchy,7506306226852,45.83,65.0,1,
bodega_f42_77827,ya_esta,7509546657035,JBN LIQ PALMOL FLOR CZO-RSA 221ML,1,23.790,FC-46657035,Palmolive jabón líquido cerezo y rosa,7509546657035,23.79,34.0,1,nombre no se parece
bodega_f42_77827,ya_esta,7501056330378,LOC LIMP PONDS BIO-HYDRA DUAL 200ML,1,88.800,FC-56330378,Ponds desmaquillante Bio-Hydra dual,7501056330378,88.8,125.0,1,
bodega_f42_77827,ya_esta,7506306226739,DESOD AXE MEN CONVICT SPY 150ML,1,45.830,FC-06226739,Desodorante Axe Conviction,7506306226739,45.83,65,1,nombre no se parece
bodega_f42_77827,ya_esta,7501361113000,TCO DESOD ODOLEX 300 G,1,28.100,FC-61113000,Talco Desodorante ODolex,7501361113000,28.1,40.0,1,nombre no se parece
bodega_f42_77827,ya_esta,7501361123009,ODOLEX NATURALS 300GR TALCO DESODORANTE,1,28.100,FC-61123009,Talco Desodorante Odolex Naturals,7501361123009,28.1,38.0,1,
bodega_f42_77827,ya_esta,7501441500096,TIRALECHE DE CRISTAL 1 PZA,1,31.770,FC-41500096,Tiraleche de cristal,7501441500096,31.77,48.0,1,
bodega_f42_77827,ean_truncado_match,810120500201,SH PERT PLUS AC-OLIVA 400ML,1,23.990,FC-20500201,Shampoo Pert Aceite oliva,8101205002010,23.99,34.0,1,ticket 810120500201 → BD 8101205002010
bodega_f42_77827,ya_esta,7501072300171,TING POLVO 85G,1,80.460,FC-72300171,Talco Desodorante Ting polvo,7501072300171,80.46,113.0,1,
bodega_f42_77827,ya_esta,7506306217461,TCO DESOD REXONA EFFI FRESH 200G,1,64.120,FC-06217461,Talco Desodorante Rexona Effi Fresh,7506306217461,64.12,90.0,1,
bodega_f42_77827,ya_esta,7501082740011,QUITA ESM NUVEL HUMEC 125ML,1,14.080,FC-82740011,Nuvel quita esmalte humectante lanolina,7501082740011,14.08,20.0,1,
bodega_f42_77827,ya_esta,7509552910971,CRA FRUCTIS PEI B-DANO QUIM 300ML,1,43.580,FC-52910971,Crema Para Peinar Fructis Borrador de Daño,7509552910971,43.58,62.0,1,nombre no se parece
bodega_f42_77827,ya_esta,7509552816297,CRA FRUCTIS PEI OIL-R L-COCO 300ML,1,43.580,FC-52816297,Crema Para Peinar Fructis Oil-Repail L-Coco,7509552816297,43.58,62.0,1,
bodega_f42_77827,ya_esta,7502276040436,DEO MEXSANA P/PIES SPY 150ML,1,78.220,FC-76040436,Desodorante Para Pies Mexsana,7502276040436,78.22,110.0,1,
bodega_f42_77827,ean_truncado_match,650240025839,SH INT LOMECAN V 200ML,1,63.050,FC-40025839,Jabon Intimo Lomecan V,6502400258394,63.05,89.0,1,ticket 650240025839 → BD 6502400258394 | nombre no se parece
bodega_f42_77827,ya_esta,7501035919129,SH PALMOL OPT EXT INT 400 ML,1,49.290,FC-35919129,Shampoo Palmolive Vital Keratina,7501035919129,49.29,55,1,nombre no se parece
bodega_f42_77827,ean_truncado_match,650240030338,SH INT LOMECAN V ACLAR 200ML,1,70.920,FC-40030338,Jabon Intimo Lomecan V Aclar,6502400303384,70.92,100.0,1,ticket 650240030338 → BD 6502400303384
bodega_f42_77827,ya_esta,7502245720550,SILKHAIR QUITA ESMALTE MORA AZUL 100ML,1,17.200,FC-45720550,Quitaesmalte SKN mora azul,7502245720550,17.2,25.0,1,nombre no se parece
bodega_f42_77827,ya_esta,7506192511261,CRA NUTRIBELA10 BIO COLAGENO 300GN,1,41.840,FC-92511261,Nutribela Bio Colageno,7506192511261,41.84,61.0,1,
bodega_f42_77827,ya_esta,7506192509213,CRA NUTRIBELA NUTRICI TARRO 300G,1,41.840,FC-92509213,Nutribela Nutricion,7506192509213,41.84,59.0,1,nombre no se parece
bodega_f42_77827,ya_esta,7509546073118,SH CAPRICE SP ACTI CERAMIDA 380ML,1,29.310,FC-46073118,Shampo Caprice Acti-Ceramidas,7509546073118,29.31,42.0,1,
bodega_f42_77827,ya_esta,7506306257597,REXONA 100GR TCO PIES EFFICIENT ORIG,1,40.240,FC-06257597,Talco Para Pies Rexona Efficient Orig,7506306257597,40.24,55.0,1,
bodega_f42_77827,ya_esta,7509546073156,SH CAPRICE NAT MZNA 380 ML,1,29.310,FC-46073156,Shampoo Caprice natural manzana,7509546073156,29.31,42.0,1,nombre no se parece
bodega_f42_77827,ean_truncado_match,810120500171,CRA PERT OLIV+AC AGU P/PEIN 100 ML,2,14.800,FC-20500171,Crema para peinar Pert aceite oliva aguacate,8101205001716,14.8,21.0,2,ticket 810120500171 → BD 8101205001716 | nombre no se parece
bodega_f42_77827,ya_esta,7500435155922,AC PANTENE BAMBU 400ML,1,75.700,FC-35155922,Pantene Bambu,7500435155922,75,86,1,costo ticket 75.7 vs BD 75.0
bodega_f42_77827,ya_esta,7501056340117,CRA SEDAL LISO PERFECT 300ML,1,50.070,FC-56340117,Crema Para Peinar Sedal Liso Perfecto,7501056340117,50.07,71,1,
bodega_f42_77827,ya_esta,7501007457826,ACOND PANT BRILLO EXTREMO 400ML,1,75.700,FC-07457826,Acondicionador Pantene Brillo Extremo,7501007457826,75.7,106.0,1,
bodega_f42_77827,ya_esta,7501056340131,CRA SEDAL RIZOS OBEDIE 300ML,1,50.070,FC-56340131,Crema Para Peinar Sedal Rizos Definidos,7501056340131,50.07,71.0,1,
bodega_f42_77827,ya_esta,7501001165321,ACOND PANT RIZOS DEFINID 400ML,1,75.700,FC-01165321,Acondicionador Pantene Rizos Definid,7501001165321,75.7,103.0,1,
bodega_f42_77827,ya_esta,7506306249783,SH SEDAL RIZOS DEF INF-ACT 180ML,1,19.110,FC-06249783,Sedal Rizos Def,7506306249783,19.11,27.0,1,
bodega_f42_77827,ya_esta,7501056360429,TCO DESOD EFICC PIES 200 G,1,71.800,FC-56360429,Talco para pies Rexona Efficient Orig,7501056360429,71.8,101.0,1,nombre no se parece
bodega_f42_77827,ya_esta,7501056340025,CRA SEDAL SOS RECON-ESTRU 300ML,1,50.070,FC-56340025,Crema Para Peinar Sedal Restauracion Inst,7501056340025,50.07,71.0,1,nombre no se parece
bodega_f42_77827,ya_esta,7501056342227,CRA SEDAL RIZOS OBEDIENTES 135ML,2,18.165,FC-56342227,Crema Para Peinar Sedal Rizos Definidos,7501056342227,18.165,26.0,2,
bodega_f42_77827,ya_esta,7506306249776,SH SEDAL CERAMIDAS INF-ACT 180ML,1,18.880,FC-06249776,Shampoo Sedal Ceramidas,7506306249776,18.88,27.0,1,
bodega_f42_77827,ya_esta,7506306237407,SH SEDAL CO-CREAT CERAMIDAS 190ML,1,16.480,FC-06237407,Shampoo Sedal Ceramidas,7506306237407,16.48,24.0,1,
bodega_f42_77827,ya_esta,7501007457796,SH PANT BRILLO EXTREMO 400 ML,1,75.700,FC-07457796,Shampoo Pantene Brillo Extremo,7501007457796,75.7,106.0,1,
bodega_f42_77827,ya_esta,7501001303464,SH PANT CTRLCAIDA A/PV 400ML,1,75.700,FC-01303464,Shampoo Pantene control caída,7501001303464,75.7,106.0,1,nombre no se parece
bodega_f42_77827,ya_esta,7500435155847,SH PANT BAMBU CTRL CAIDA 400 ML,1,75.700,FC-35155847,Shampoo Pantene bambú control caída,7500435155847,75.7,106.0,1,
bodega_f42_77827,ya_esta,7506306249240,SH SAVILE KER-SAB FZA REPAR 700ML,1,40.660,FC-06249240,Shampoo Savile keratina sábila fuerza reparadora,7506306249240,40.66,57.0,1,nombre no se parece
bodega_f42_77827,ya_esta,7506306249226,SH SAVILE BIO-SAB CRECI RES 700ML,1,40.660,FC-06249226,Shampoo Savile bio sábila crecimiento resistente,7506306249226,40.66,57.0,1,nombre no se parece
bodega_f42_77827,ya_esta,7502224511629,SILICA SHINE SIL 3/1 UVA 120 ML,1,44.760,FC-24511629,Silica Shine uva,7502224511629,44.76,63.0,1,
bodega_f42_77827,ya_esta,7506306234062,CRA SEDAL ANTI NUDOS 300 ML,1,50.070,FC-06234062,Sedal Anti Nudos,7506306234062,50.07,71.0,2,
bodega_f42_77827,ya_esta,7501056342258,CRA SEDAL RECONS ESTRUCTUR 135ML,1,18.170,FC-56342258,Crema para peinar Sedal reconstructor instantáneo,7501056342258,18.17,26.0,1,nombre no se parece
bodega_f42_77827,ya_esta,7501361111501,TCO DESOD ODOLEX 150 G,1,17.770,FC-61111501,Talco Desodorante ODolex,7501361111501,17.77,25.0,1,nombre no se parece
bodega_f42_77827,ya_esta,7501361124013,TCO ODOLEX FRESH 150G,1,17.770,FC-61124013,Talco Desodorante Odolex Fresh,7501361124013,17.77,25.0,1,
bodega_f42_77827,ya_esta,7501056340124,CRA SEDAL SOS CERAMIDA 300ML,1,50.070,FC-56340124,Crema Para Peinar Sedal Ceramida,7501056340124,50.07,71.0,1,
bodega_f42_77827,ya_esta,7500435020008,SH H&S LIMP RENOV 375ML,1,73.760,FC-35020008,Shampoo Herbal Essences Limp Renov,7500435020008,73.76,104.0,1,
bodega_f42_77827,ya_esta,7500435169035,MOUSSE HERBAL ESS RIZO 200G,1,57.900,FC-35169035,Mousse Herbal Essences Rizo,7500435169035,57.9,82.0,1,
bodega_f42_77827,ya_esta,7500435168991,MOUSSE HERBAL ESS EXTR CONT 200G,1,67.000,FC-35168991,Mousse Herbal Essences extra control,7500435168991,67,94.0,1,nombre no se parece
bodega_f42_77827,ya_esta,7500435231237,SH H&S ANTI COMEZON 375ML,1,73.760,FC-35231237,Shampoo Head & Shoulders Anti Comezon,7500435231237,73.76,104.0,1,
bodega_f42_77827,ya_esta,7506192504539,CERA MOD EGO WET 25 G,1,19.280,FC-92504539,Cera Ego Brillo,7506192504539,19.28,27.0,1,
bodega_f42_77827,ya_esta,7501438312374,CERA GEL MOCO DE GORILA CITR 100G,1,32.340,FC-38312374,Cera gel Moco de Gorila Citrus,7501438312374,32.34,46.0,1,
bodega_f42_77827,ya_esta,7500435231244,SH H&S ANTI COMEZON 180 ML,1,36.730,FC-35231244,Shampoo Head & Shoulders Anti Comezon,7500435231244,36.73,45,1,
bodega_f42_77827,ya_esta,7500435020077,SH H&S ALIVIO INSTANT 180ML NOV26,1,24.910,FC-35020077,Shampoo Head & Shoulders Alivio Refrescante,7500435020077,24.91,35.0,1,nombre no se parece
bodega_f42_77827,ya_esta,7506192503358,GEL EGO MAGNETIC FIJ-ALTA 200 ML,1,18.390,FC-92503558,Ego Magnetic Fij-Alta,7506192503358,18.39,26.0,1,
bodega_f42_77827,ya_esta,7501199425580,GEL X-EXTREME TITAN 250G,2,22.615,FC-99425580,Gel X-Treme Titan,7501199425580,22.615,32,2,
bodega_f42_77827,ya_esta,7501199428024,GEL MOCO DE GORILA PUNK 80 G,2,28.305,FC-99428024,Gel Moco de Gorila Punk,7501199428024,28.305,40.0,2,
bodega_f42_77827,ya_esta,7509546073040,SH CAPRICE SP BIOTINA FZA 200ML,1,14.730,FC-46073040,Shampoo Caprice biotina fuerza,7509546073040,14.73,21.0,1,
bodega_f42_77827,ya_esta,7509546073033,SH CAPRICE SP ACTI CERAMIDA 200ML,1,14.730,FC-46073033,Shampoo Caprice Acti Ceramida,7509546073033,14.73,21.0,1,
bodega_f42_77827,ya_esta,7502254073302,SILICA SHINE SILY OLEO ARGAN 120ML,1,45.260,FC-54073302,Silica Shine Sily Oleo Argan,7502254073302,45.26,64.0,1,
bodega_f42_77827,ya_esta,7502224511711,SILICA SHINE SILY 3/1 MORA 120ML,1,45.260,FC-24511711,Silica Shine Sily 3/1 Mora,7502224511711,45.26,64.0,1,
bodega_f42_77827,ya_esta,7502224511636,SILICA SHINE SILY 3/1 NARAN 120ML,1,44.760,FC-24511636,Silica Shine Sily 3/1 Naran,7502224511636,44.76,63.0,1,
bodega_f42_77827,ya_esta,75001865,BRILL PALMOL LIQ 115ML,1,46.640,FC-75001865,Brillantina Palmolive,75001865,46.64,66.0,1,nombre no se parece
bodega_f42_77827,ya_esta,7509546655055,MOUSSE CAPRICE VOLUM-CTRL 200 G,1,50.510,FC-46655055,Mousse Caprice Volum-Cirl,7509546655055,50.51,71.0,1,
bodega_f42_77827,ya_esta,7506306247468,GEL EGO FRESH C-CAS FIJ-ALT 200ML,1,17.540,FC-06247468,Gel Ego Fresh,7506306247468,17.54,25.0,1,
bodega_f42_77827,ya_esta,7506192506601,GEL EGO FOR MEN ATTRACTION 200 ML,1,20.020,FC-92506601,Gel Ego Attraction,7506192506601,20.02,29.0,1,
bodega_f42_77827,ya_esta,7501086494262,CEP DENT ORAL-B INDICAT35SVE,2,31.020,FC-86494262,Cepillo Oral-B Indicat,7501086494262,31.02,37,2,nombre no se parece
bodega_f42_77827,ya_esta,7506192506045,CERA EGO FIRME MATTE 25 G,1,17.980,FC-92506045,Cera Ego Matte,7506192506045,17.98,26.0,1,
bodega_f42_77827,ean_truncado_match,759684431050,ACETONA JALOMA 60 ML,1,11.530,FC-84431050,Acetona Jaloma chico,7596844310502,11.53,17.0,1,ticket 759684431050 → BD 7596844310502
bodega_f42_77827,ya_esta,7502245720567,SILKHAIR QUITA ESMALTE COCO 100 ML,1,17.200,FC-45720567,Quitaesmalte coco,7502245720567,17.2,25.0,1,nombre no se parece
bodega_f42_77827,ean_truncado_match,759684437151,ACETONA JALOMA 120 ML,1,19.770,FC-84437151,Acetona Jaloma mediano,7596844371510,19.77,28.0,1,ticket 759684437151 → BD 7596844371510
bodega_f42_77827,ya_esta,7501048640775,PROTEC 10CMX2.75M 1 PZA VENDA DE YESO C12 PZS,1,18.050,FC-48640775,Venda de yeso 10 cm x 2.75 m,7501048640775,18.05,28.0,1,nombre no se parece
bodega_f42_77827,ya_esta,7501048640799,PROTEC 15CMX2.75M 1 PZA VENDA DE YESO C12 PZS,1,24.840,FC-48640799,Venda de yeso 15 cm x 2.75 m,7501048640799,24.84,38.0,1,nombre no se parece
bodega_f42_77827,ya_esta,7501048640829,PROTEC 20CMX2.75M 1 PZA VENDA DE YESO C12 PZS,1,40.280,FC-46640629,Venda de yeso 20 cm x 2.75 m,7501048640829,40.28,61,1,nombre no se parece
bodega_f42_77827,ya_esta,7501048640751,PROTEC 5CMX2.75M 1 PZA VENDA DE YESO C12 PZS,1,14.530,FC-48640751,Venda de yeso 5 cm x 2.75 m,7501048640751,14.53,22.0,1,nombre no se parece
bodega_f42_77827,falta,7501026462078,TERNURA FLOR-BALON 18 PZS CHUPON CON MIEL,1,61.020,,,,,,,
bodega_f42_77827,ya_esta,7501054500216,CRA NIVEA SDATARR GIGA 400ML,1,147.150,FC-54500216,Crema Nivea de Tarro Crist,7501054500216,147.15,207.0,1,nombre no se parece
bodega_f42_77827,ya_esta,75064938,DESOD EGO FORCE 24H R-ON 45ML DIC26,2,23.895,FC-75064938,Desodorante Ego Force 24H roll-on,75064938,23.895,34.0,2,
bodega_f42_77827,ean_truncado_match,810120501673,CRA HINDS LIQ AGAVE AZUL 400ML,1,42.250,FC-20501673,Crema Hinds líquida agave azul,8101205016734,42.25,60.0,1,ticket 810120501673 → BD 8101205016734
bodega_f42_77827,ya_esta,4005808802838,CRA NIVEA B SOFMILK SEC400ML,1,84.490,FC-08802838,Crema Nivea Softmilk,4005808802838,84.49,119.0,1,nombre no se parece
bodega_f42_77827,ya_esta,7509546682815,DESOD SPEED SENSITIVE PRO SPY 91G SEP26,2,29.905,FC-46682815,Desodorante Speed Stick sensitive protect,7509546682815,29.905,42.0,1,nombre no se parece
bodega_f42_77827,ean_truncado_match,037836040450,CRA GRISI CONCHNAC P/MANOS 80 ML,1,43.630,FC-36040450,Crema Grisi concha nácar para manos,0378360404500,43.63,62.0,1,ticket 037836040450 → BD 0378360404500
bodega_f42_77827,ya_esta,7501056330309,CRA CLARANT B3 NML/GSA 100G,1,72.300,FC-56330309,Crema Ponds Clarant B3,7501056330309,72.3,102.0,1,nombre no se parece
bodega_f42_77827,ya_esta,42270027,CRA NIVEA CUIDADA CLAR-NAT 200ML,1,86.770,FC-42270027,Crema Nivea Facial 7 en 1,42270027,86.77,122.0,1,nombre no se parece
bodega_f42_77827,ya_esta,4005900942760,GEL NIV FAC REF HIDRA HYALU 200ML,1,105.350,FC-00942760,Gel Nivea facial hidratante hialurónico,4005900942760,105.35,148.0,1,nombre no se parece
bodega_f42_77827,ya_esta,7501054558682,CRA CORP NIVEAMILK 400ML+CRA100ML,1,85.870,FC-54558682,Nivea Milk Crema corp 400 ML,7501054558682,22.3,30.11,1,costo ticket 85.87 vs BD 22.3 | nombre no se parece
bodega_f42_77827,ean_truncado_match,650240030963,CRA TEATRICAL CEL-MA NUTRIT 400ML,1,62.250,FC-40030963,Crema Teatrical Cel-Ma Nutrit,6502400309638,62.25,88.0,1,ticket 650240030963 → BD 6502400309638
bodega_f42_77827,ya_esta,7501026462061,CHUPON TERNURA ORTODONTIC MIEL C3,1,22.300,FC-26462061,Chupon Ternura Ortodontic Miel C3,7501026462061,22.3,31.0,1,
bodega_f42_77827,ya_esta,7702035469151,CRA LUBRIDERM UV FPS15 120ML,1,34.410,FC-35469151,Crema Lubriderm Uv Fps15,7702035469151,34.41,49.0,1,
bodega_f42_77827,ean_truncado_match,037836032776,SH GRISI RICITOS ORO BIOPURE 250ML,1,74.310,FC-36032776,Shampoo Ricitos de Oro Biopure,0378360327762,74.31,105.0,1,ticket 037836032776 → BD 0378360327762
