producto_id,codigo_barras,nombre,marca,presentacion,posicion,es_principal,url_origen,fuente,confianza,nota_verificacion
1758,7501349020122,Clonixinato de lisina AMSA 5 amp 100 mg/2 mL,AMSA,Caja con 5 ampolletas 100 mg/2 mL,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7501349020122.jpg,ifarma,EAN_EXACTO,"OK visual: packshot limpio, fondo blanco, sin marca de agua"
1759,7501277071685,Prochor Apotex propranolol 30 tab 40 mg,Apotex,Caja con 30 tabletas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7501277071685.jpg,ifarma,EAN_EXACTO,"OK visual: packshot limpio, fondo blanco, sin marca de agua"
1760,7502209850231,Zagapsol amlodipino 10 tab 5 mg,Zagapsol,Caja con 10 tabletas,1,SI,https://phemedica.com.mx/wp-content/uploads/2024/06/imgi_9_zagapsol-5mg-c-10-tab-1.png,phemedica,NOMBRE_VERIFICADO,"OK visual: caja Zagapsol, packshot fondo blanco"
1761,7501842951657,Pakid Genética paracetamol/ibuprofeno 20 tab 325/200 mg,Pakid,Caja con 20 tabletas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7501842951657.jpg,ifarma,EAN_EXACTO,"OK visual: packshot limpio, fondo blanco, sin marca de agua"
1762,6358975544000,Clorofil Jahvs solución clorofila 500 mL,Clorofil Jahvs,Frasco 500 mL,1,SI,https://sanorim.mx/cdn/shop/files/clorofila.png,sanorim,EAN_EN_PAGINA,"OK visual: frasco Clorofil, fondo blanco"
1763,7506022315038,Navontec Jayor ondansetrón 3 amp 8 mg/4 mL,Jayor,Caja con 3 ampolletas 8 mg/4 mL,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7506022315038.jpg,ifarma,EAN_EXACTO,"OK visual: packshot limpio, fondo blanco, sin marca de agua"
1764,7502009742798,Laritol EX Maver loratadina/ambroxol solución 30 mL,Maver,Frasco gotero 30 mL,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7502009742798.jpg,ifarma,EAN_EXACTO,"OK visual: packshot limpio, fondo blanco, sin marca de agua"
1764,7502009742798,Laritol EX Maver loratadina/ambroxol solución 30 mL,Maver,Frasco gotero 30 mL,2,NO,https://distribuidorasanantonio.com/wp-content/uploads/2024/01/7502009742798.webp,disa,EAN_EN_PAGINA,OK visual: packshot limpio
1765,7502009747274,Dolver Maver ibuprofeno 10 tab 600 mg,Maver,Caja con 10 tabletas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7502009747274.jpg,ifarma,EAN_EXACTO,"OK visual: packshot limpio, fondo blanco, sin marca de agua"
1766,7502009748035,Tinitrend Maver tretinoína crema 0.05% 30 g,Maver,Tubo 30 g,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7502009748035.jpg,ifarma,EAN_EXACTO,"OK visual: packshot limpio, fondo blanco, sin marca de agua"
1766,7502009748035,Tinitrend Maver tretinoína crema 0.05% 30 g,Maver,Tubo 30 g,2,NO,https://sanorim.mx/cdn/shop/files/tinitrend.jpg,sanorim,EAN_EN_PAGINA,OK visual: packshot limpio
1766,7502009748035,Tinitrend Maver tretinoína crema 0.05% 30 g,Maver,Tubo 30 g,3,NO,https://sanorim.mx/cdn/shop/files/tretinoina.jpg,sanorim,EAN_EN_PAGINA,OK visual: packshot limpio
1767,7502009747410,Tinitrend Maver tretinoína crema 0.05% 40 g,Maver,Tubo 40 g,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7502009747410.jpg,ifarma,EAN_EXACTO,"OK visual: packshot limpio, fondo blanco, sin marca de agua"
1768,7501563380415,Tretinoína Randall crema 0.05% 20 g,Randall,Tubo 20 g,1,SI,https://www.farmaciaslolyta.com/web/image/product.product/54776/image_1024,farmaciaslolyta,NOMBRE_VERIFICADO,"OK visual: caja Tretinoina Randall, fondo blanco"
1769,7502227876428,Breflumar Raam flunarizina 20 tab 5 mg,Raam,Caja con 20 tabletas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7502227876428.jpg,ifarma,EAN_EXACTO,"OK visual: packshot limpio, fondo blanco, sin marca de agua"
1770,7501258203593,Lonixer Serral clonixinato 10 tab 125 mg,Serral,Caja con 10 tabletas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7501258203593.jpg,ifarma,EAN_EXACTO,"OK visual: packshot limpio, fondo blanco, sin marca de agua"
1772,7501122960201,Arretin tretinoína crema 0.05% 30 g,Arretin,Tubo 30 g,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7501122960201.jpg,ifarma,EAN_EXACTO,"OK visual: packshot limpio, fondo blanco, sin marca de agua"
1774,7501075711035,Debisor sublingual 5 mg C/20 Novag,Debisor,Caja con 20 tabletas sublinguales,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7501075711035.jpg,ifarma,EAN_EXACTO,"OK visual: packshot limpio, fondo blanco, sin marca de agua"
1774,7501075711035,Debisor sublingual 5 mg C/20 Novag,Debisor,Caja con 20 tabletas sublinguales,2,NO,https://phemedica.com.mx/wp-content/uploads/2024/12/imgi_78_DEBISOR-5-MG-C-20-768x768-1.png,phemedica,EAN_EN_PAGINA,OK visual: packshot limpio
1775,7501075713862,Novapres captopril 25 mg C/30 Novag,Novapres,Caja con 30 tabletas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7501075713862.jpg,ifarma,EAN_EXACTO,"OK visual: packshot limpio, fondo blanco, sin marca de agua"
1776,7501075715378,Toparal metildopa 250 mg C/30 Novag,Toparal,Caja con 30 tabletas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7501075715378.jpg,ifarma,EAN_EXACTO,"OK visual: packshot limpio, fondo blanco, sin marca de agua"
1777,7501299309278,Tusigen NF ambroxol/dextrometorfano C/20 Liomont,Tusigen NF,Caja con 20 tabletas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7501299309278.jpg,ifarma,EAN_EXACTO,"OK visual: packshot limpio, fondo blanco, sin marca de agua"
1778,7501349020979,Ketoprofeno 100 mg C/15 cápsulas AMSA,AMSA,Caja con 15 cápsulas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7501349020979.jpg,ifarma,EAN_EXACTO,"OK visual: packshot limpio, fondo blanco, sin marca de agua"
1779,7501471889352,Vepiltax verapamilo 80 mg C/20 Tecnofarma,Vepiltax,Caja con 20 tabletas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7501471889352.jpg,ifarma,EAN_EXACTO,"OK visual: packshot limpio, fondo blanco, sin marca de agua"
1780,7501573900245,Wadil metformina/glibenclamida 500/2.5 mg C/30,Wadil,Caja con 30 tabletas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7501573900245.jpg,ifarma,EAN_EXACTO,"OK visual: packshot limpio, fondo blanco, sin marca de agua"
1781,7501825301721,Biofilen atenolol 50 mg C/28 Degort's,Biofilen,Caja con 28 tabletas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7501825301721.jpg,ifarma,EAN_EXACTO,"OK visual: packshot limpio, fondo blanco, sin marca de agua"
1782,7501825301752,Biofilen atenolol 100 mg C/28 Degort's,Biofilen,Caja con 28 tabletas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7501825301752.jpg,ifarma,EAN_EXACTO,"OK visual: packshot limpio, fondo blanco, sin marca de agua"
1784,7502009740176,Dolxen naproxeno 250 mg C/20 Maver,Dolxen,Caja con 20 tabletas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7502009740176.jpg,ifarma,EAN_EXACTO,"OK visual: packshot limpio, fondo blanco, sin marca de agua"
1784,7502009740176,Dolxen naproxeno 250 mg C/20 Maver,Dolxen,Caja con 20 tabletas,2,NO,https://distribuidorasanantonio.com/wp-content/uploads/2024/08/descarga-2024-08-20T134339.268.jpg,disa,EAN_EN_PAGINA,OK visual: packshot limpio
1786,7502009744884,Odivitor atorvastatina 10 mg C/20 Maver,Odivitor,Caja con 20 tabletas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7502009744884.jpg,ifarma,EAN_EXACTO,"OK visual: packshot limpio, fondo blanco, sin marca de agua"
1787,7502009744891,Frinver norfenefrina gotas 24 ml Maver,Frinver,Frasco gotero 24 ml,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7502009744891.jpg,ifarma,EAN_EXACTO,"OK visual: packshot limpio, fondo blanco, sin marca de agua"
1788,7502009747328,Lapriver itoprida 50 mg C/30 Maver,Lapriver,Caja con 30 tabletas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7502009747328.jpg,ifarma,EAN_EXACTO,"OK visual: packshot limpio, fondo blanco, sin marca de agua"
1788,7502009747328,Lapriver itoprida 50 mg C/30 Maver,Lapriver,Caja con 30 tabletas,2,NO,https://sanorim.mx/cdn/shop/files/Itoprida_1.png,sanorim,EAN_EN_PAGINA,OK visual: packshot limpio
1788,7502009747328,Lapriver itoprida 50 mg C/30 Maver,Lapriver,Caja con 30 tabletas,3,NO,https://sanorim.mx/cdn/shop/files/Itoprida.png,sanorim,EAN_EN_PAGINA,OK visual: packshot limpio
1789,7502009749100,Orfeox propafenona 150 mg C/20 Maver,Orfeox,Caja con 20 tabletas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7502009749100.jpg,ifarma,EAN_EXACTO,"OK visual: packshot limpio, fondo blanco, sin marca de agua"
1790,7502211780069,Stomffler Plus suspensión 120 ml Loeffler,Stomffler Plus,Frasco 120 ml,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7502211780069.jpg,ifarma,EAN_EXACTO,"OK visual: packshot limpio, fondo blanco, sin marca de agua"
1791,7502211784180,Calaffler diclofenaco gotas 15 mg/ml Loeffler,Calaffler,Frasco gotero (ticket 15 ml; ficha retail 20 ml),1,SI,https://www.ifarma.com.mx/wp-content/uploads/7502211784180.jpg,ifarma,EAN_EXACTO,"OK visual: packshot limpio, fondo blanco, sin marca de agua"
1792,7502216793439,Sucralfato 1 g C/40 Ultra,Ultra,Caja con 40 tabletas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7502216793439.jpg,ifarma,EAN_EXACTO,"OK visual: packshot limpio, fondo blanco, sin marca de agua"
1793,7502216796348,Felodipino LP 5 mg C/20 Ultra,Ultra,Caja con 20 tabletas LP,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7502216796348.jpg,ifarma,EAN_EXACTO,"OK visual: packshot limpio, fondo blanco, sin marca de agua"
1794,7502216803893,Ketorolaco 10 mg C/10 Avivia,Avivia,Caja con 10 tabletas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7502216803893.jpg,ifarma,EAN_EXACTO,"OK visual: packshot limpio, fondo blanco, sin marca de agua"
1795,7502226291871,Hidropharm clortalidona 50 mg C/30 Alpharma,Hidropharm,Caja con 30 tabletas,1,SI,https://bspharma.net/wp-content/uploads/2024/09/HIDROPHARM-50-MG.jpg,bspharma,NOMBRE_VERIFICADO,"OK visual: caja Hidropharm, fondo blanco"
1796,7502227425039,Nifedipino / Gelprim 10 mg C/20 Gelpharma,Gelprim,Caja con 20 cápsulas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7502227425039.jpg,ifarma,EAN_EXACTO,"OK visual: packshot limpio, fondo blanco, sin marca de agua"
1801,7506494600311,Cloropiramina 25 mg tabletas,Cloropiramina,,1,SI,https://sanorim.mx/cdn/shop/files/cloropiramida.jpg,sanorim,NOMBRE_VERIFICADO,"OK visual: caja Cloropiramina Schoen, fondo blanco"
1803,7501573925071,Dosteril lisinopril 10 mg C/30 tabletas,Dosteril,Caja con 30 tabletas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7501573925071.jpg,ifarma,EAN_EXACTO,"OK visual: packshot limpio, fondo blanco, sin marca de agua"
1811,7503003738671,Sepia itraconazol 33.3 mg / secnidazol 166.6 mg C/16 cápsulas,Sepia,Caja con 16 cápsulas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7503003738671.jpg,ifarma,EAN_EXACTO,"OK visual: packshot limpio, fondo blanco, sin marca de agua"
1812,7503045798022,Dinaglix-Duo sitagliptina 50 mg / metformina 500 mg C/28,Dinaglix-Duo,Caja con 28 comprimidos,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7503045798022.jpg,ifarma,EAN_EXACTO,"OK visual: packshot limpio, fondo blanco, sin marca de agua"
1813,7502009749469,Tribenósido 5% / lidocaína 2% crema rectal 30 g,Maver,Tubo 30 g,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7502009749469.jpg,ifarma,EAN_EXACTO,"OK visual: packshot limpio, fondo blanco, sin marca de agua"
1813,7502009749469,Tribenósido 5% / lidocaína 2% crema rectal 30 g,Maver,Tubo 30 g,2,NO,https://sanorim.mx/cdn/shop/files/Tribenosido.jpg,sanorim,EAN_EN_PAGINA,OK visual: packshot limpio
1813,7502009749469,Tribenósido 5% / lidocaína 2% crema rectal 30 g,Maver,Tubo 30 g,3,NO,https://sanorim.mx/cdn/shop/files/Tribenosido_2.jpg,sanorim,EAN_EN_PAGINA,OK visual: packshot limpio
1814,7501258208550,Valaciclovir Serral 500 mg C/10 tabletas,Serral,Caja con 10 tabletas,1,SI,https://www.ifarma.com.mx/wp-content/uploads/7501258208550.jpg,ifarma,EAN_EXACTO,"OK visual: packshot limpio, fondo blanco, sin marca de agua"
